problem,seed,method,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,plans,exact_plans,local_plans,nonlocal_plans,max_route_gap_m,mean_route_gap_m,skipped,runtime_s,certificate
4,25,4,14,14,7905.780706,564.6986218571,31103.90351843,242,210,65,3,35,14,35,0,621.9159106508,138.9010654306,0,0.0212751,convex_mesh_per_channel
4,25,5,14,14,9246.463464,660.461676,35822.31720282,255,224,171,4,35,15,35,0,835.767454521,280.8313075025,0,0.0222199,convex_mesh_per_channel
4,26,0,10,10,7071.935629,707.1935629,25684.67814689,301,269,37,4,0,0,0,0,0,0,0,0.004143,convex_mesh_per_channel
4,26,1,10,10,7938.288577,793.8288577,28726.44284815,301,269,123,4,0,0,0,0,0,0,0,0.003943,convex_mesh_per_channel
4,26,2,10,10,8160.363899,816.0363899,29836.81945527,301,269,123,4,0,0,0,0,0,0,0,0.0039693,convex_mesh_per_channel
4,26,3,10,10,7071.935629,707.1935629,25684.67814689,301,269,37,4,0,0,0,0,0,0,0,0.0039671,convex_mesh_per_channel
4,26,4,10,10,7071.935629,707.1935629,25684.67814689,301,269,37,4,31,13,31,0,881.0293316553,184.8271492434,0,0.012528,convex_mesh_per_channel
4,26,5,10,10,7070.70325,707.070325,25543.51624843,304,266,42,5,31,14,31,0,975.332817818,227.2345386508,0,0.0157181,convex_mesh_per_channel
4,27,0,14,14,7307.292254,521.9494467143,28816.46123346,232,206,36,2,0,0,0,0,0,0,0,0.0049406,convex_mesh_per_channel
4,27,1,14,14,8174.499585,583.8928275,32122.49778062,230,206,108,2,0,0,0,0,0,0,0,0.0048643,convex_mesh_per_channel
4,27,2,14,14,8469.671389,604.9765277857,33623.35679036,229,206,108,2,0,0,0,0,0,0,0,0.0049666,convex_mesh_per_channel
4,27,3,14,14,7307.292254,521.9494467143,28816.46123346,232,206,36,2,0,0,0,0,0,0,0,0.0050702,convex_mesh_per_channel
4,27,4,14,14,7307.292254,521.9494467143,28816.46123346,232,206,36,2,35,14,35,0,619.5848255966,190.6101335924,0,0.0150649,convex_mesh_per_channel
4,27,5,14,14,7195.557624,513.9684017143,28117.78810488,246,224,16,1,35,14,35,0,895.9805923826,347.9758834162,0,0.0175004,convex_mesh_per_channel
4,28,0,12,12,7375.51997,614.6266641667,28382.59980721,244,218,67,1,0,0,0,0,0,0,0,0.0060636,convex_mesh_per_channel
4,28,1,12,12,8015.227822,667.9356518333,31451.13907567,248,218,69,1,0,0,0,0,0,0,0,0.0060213,convex_mesh_per_channel
4,28,2,12,12,8356.017626,696.3348021667,33285.0880748,244,218,67,1,0,0,0,0,0,0,0,0.0060986,convex_mesh_per_channel
4,28,3,12,12,7375.51997,614.6266641667,28382.59980721,244,218,67,1,0,0,0,0,0,0,0,0.0060785,convex_mesh_per_channel
4,28,4,12,12,7375.51997,614.6266641667,28382.59980721,244,218,67,1,33,13,33,0,967.2371851781,284.1904955711,0,0.0193221,convex_mesh_per_channel
4,28,5,12,12,6569.545288,547.4621073333,24712.72644105,262,236,7,1,33,12,33,0,956.119264511,301.7120889838,0,0.0202203,convex_mesh_per_channel
4,29,0,15,15,9617.708485,641.1805656667,37438.54244195,255,216,188,5,0,0,0,0,0,0,0,0.006816,convex_mesh_per_channel
4,29,1,15,15,9832.103955,655.473597,38520.51978892,248,216,199,5,0,0,0,0,0,0,0,0.0071207,convex_mesh_per_channel
4,29,2,15,15,10690.294358,712.6862905333,42921.47179866,252,216,185,4,0,0,0,0,0,0,0,0.0072234,convex_mesh_per_channel
4,29,3,15,15,9617.708485,641.1805656667,37438.54244195,255,216,188,5,0,0,0,0,0,0,0,0.0067529,convex_mesh_per_channel
4,29,4,15,15,9617.708485,641.1805656667,37438.54244195,255,216,188,5,36,17,36,0,1047.14792357,283.8862922409,0,0.0209575,convex_mesh_per_channel
4,29,5,15,15,8852.350423,590.1566948667,34211.75212843,237,198,184,4,36,13,36,0,731.1130983147,234.6008928026,0,0.0224474,convex_mesh_per_channel
4,30,0,14,14,7014.141154,501.0100824286,27380.70580919,235,209,28,2,0,0,0,0,0,0,0,0.0048588,convex_mesh_per_channel
4,30,1,14,14,8065.319103,576.0942216429,31506.59567801,234,209,105,3,0,0,0,0,0,0,0,0.0047916,convex_mesh_per_channel
4,30,2,14,14,8111.446572,579.3890408571,32047.23302372,233,209,86,2,0,0,0,0,0,0,0,0.0048439,convex_mesh_per_channel
4,30,3,14,14,7014.141154,501.0100824286,27380.70580919,235,209,28,2,0,0,0,0,0,0,0,0.0048595,convex_mesh_per_channel
4,30,4,14,14,7014.141154,501.0100824286,27380.70580919,235,209,28,2,35,13,35,0,788.3437199815,182.8353112582,0,0.0156343,convex_mesh_per_channel
4,30,5,14,14,7798.118132,557.008438,29930.59073765,260,229,71,4,35,15,35,0,1314.737880778,449.9734650367,0,0.0164676,convex_mesh_per_channel
4,31,0,15,15,6537.605623,435.8403748667,25868.02814389,199,168,42,3,0,0,0,0,0,0,0,0.0086933,convex_mesh_per_channel
4,31,1,15,15,7061.67931,470.7786206667,27858.39660531,199,168,84,3,0,0,0,0,0,0,0,0.0085541,convex_mesh_per_channel
4,31,2,15,15,7228.864954,481.9243302667,28694.32482134,199,168,84,3,0,0,0,0,0,0,0,0.008374,convex_mesh_per_channel
4,31,3,15,15,6537.605623,435.8403748667,25868.02814389,199,168,42,3,0,0,0,0,0,0,0,0.0084534,convex_mesh_per_channel
4,31,4,15,15,6537.605623,435.8403748667,25868.02814389,199,168,42,3,36,12,36,0,950.4070156865,318.5363282684,0,0.0253547,convex_mesh_per_channel
4,31,5,15,15,7205.149512,480.3433008,28345.74744861,168,150,157,2,36,12,36,0,1009.962596981,455.1210733329,0,0.0361965,convex_mesh_per_channel
4,32,0,15,15,7789.200387,519.2800258,29741.00194454,259,237,78,2,0,0,0,0,0,0,0,0.0047885,convex_mesh_per_channel
4,32,1,15,15,8106.202092,540.4134728,31281.01047372,259,237,81,2,0,0,0,0,0,0,0,0.0046432,convex_mesh_per_channel
4,32,2,15,15,8905.288031,593.6858687333,35026.44018085,260,237,96,2,0,0,0,0,0,0,0,0.0047317,convex_mesh_per_channel
4,32,3,15,15,7789.200387,519.2800258,29741.00194454,259,237,78,2,0,0,0,0,0,0,0,0.0047657,convex_mesh_per_channel
4,32,4,15,15,7789.200387,519.2800258,29741.00194454,259,237,78,2,36,16,36,0,871.3045758139,205.8260780018,0,0.0161798,convex_mesh_per_channel
4,32,5,15,15,6491.093002,432.7395334667,25865.46499813,201,181,19,1,36,13,36,0,1287.012541346,272.1184972974,0,0.0285122,convex_mesh_per_channel
4,33,0,11,11,6229.198205,566.2907459091,22860.99102858,271,247,0,1,0,0,0,0,0,0,0,0.0051238,convex_mesh_per_channel
4,33,1,11,11,6410.026325,582.7296659091,23790.13162166,270,247,0,1,0,0,0,0,0,0,0,0.0050797,convex_mesh_per_channel
4,33,2,11,11,6425.296527,584.1178660909,23891.48263575,269,247,0,1,0,0,0,0,0,0,0,0.0050359,convex_mesh_per_channel
4,33,3,11,11,6229.198205,566.2907459091,22860.99102858,271,247,0,1,0,0,0,0,0,0,0,0.0051209,convex_mesh_per_channel
4,33,4,11,11,6229.198205,566.2907459091,22860.99102858,271,247,0,1,32,14,32,0,500.6686640627,151.8443626626,0,0.016435,convex_mesh_per_channel
4,33,5,11,11,6580.2832,598.2075636364,23836.41591136,272,251,49,1,32,13,32,0,1118.628596694,337.029756396,0,0.0189063,convex_mesh_per_channel
4,34,0,12,12,6267.637532,522.3031276667,22618.18765822,283,263,2,0,0,0,0,0,0,0,0,0.0042686,convex_mesh_per_channel
4,34,1,12,12,6425.342005,535.4451670833,23431.71002876,282,263,2,0,0,0,0,0,0,0,0,0.0044234,convex_mesh_per_channel
4,34,2,12,12,6663.359942,555.2799951667,24621.79970584,282,263,2,0,0,0,0,0,0,0,0,0.0042324,convex_mesh_per_channel
4,34,3,12,12,6267.637532,522.3031276667,22618.18765822,283,263,2,0,0,0,0,0,0,0,0,0.0042475,convex_mesh_per_channel
4,34,4,12,12,6267.637532,522.3031276667,22618.18765822,283,263,2,0,33,16,33,0,448.2237878709,117.5001300017,0,0.0146882,convex_mesh_per_channel
4,34,5,12,12,5693.612737,474.4677280833,21553.06368759,223,208,0,0,33,12,33,0,797.3709338532,322.8197889048,0,0.0230405,convex_mesh_per_channel
4,35,0,15,15,8995.997825,599.7331883333,36394.98901753,199,167,160,3,0,0,0,0,0,0,0,0.0106598,convex_mesh_per_channel
4,35,1,15,15,9830.975214,655.3983476,40269.87595039,199,167,180,3,0,0,0,0,0,0,0,0.008692,convex_mesh_per_channel
4,35,2,15,15,9450.308161,630.0205440667,40336.54089534,197,167,52,1,0,0,0,0,0,0,0,0.0086518,convex_mesh_per_channel
4,35,3,15,15,8995.997825,599.7331883333,36394.98901753,199,167,160,3,0,0,0,0,0,0,0,0.0085913,convex_mesh_per_channel
4,35,4,15,15,8995.997825,599.7331883333,36394.98901753,199,167,160,3,36,12,36,0,828.2711249607,362.8624732892,0,0.025893,convex_mesh_per_channel
4,35,5,15,15,8053.301424,536.8867616,32106.50694122,209,188,108,2,36,14,36,0,865.5868932354,243.4280836491,0,0.0246576,convex_mesh_per_channel
4,36,0,10,10,6784.371013,678.4371013,24961.85506488,293,277,0,0,0,0,0,0,0,0,0,0.0045336,convex_mesh_per_channel
4,36,1,10,10,7042.541866,704.2541866,26277.70932724,292,277,0,0,0,0,0,0,0,0,0,0.0041506,convex_mesh_per_channel
4,36,2,10,10,7522.126807,752.2126807,28650.63404413,293,277,0,0,0,0,0,0,0,0,0,0.0040938,convex_mesh_per_channel
4,36,3,10,10,6784.371013,678.4371013,24961.85506488,293,277,0,0,0,0,0,0,0,0,0,0.0040888,convex_mesh_per_channel
4,36,4,10,10,6784.371013,678.4371013,24961.85506488,293,277,0,0,31,14,31,0,479.8164955253,110.9784779277,0,0.0129188,convex_mesh_per_channel
4,36,5,10,10,6454.811627,645.4811627,23584.0581416,284,268,0,0,31,14,31,0,381.3831861271,125.3175917608,0,0.0137344,convex_mesh_per_channel
4,37,0,10,10,6364.26302,636.426302,22846.31509638,295,267,1,1,0,0,0,0,0,0,0,0.0036406,convex_mesh_per_channel
4,37,1,10,10,7426.904945,742.6904945,27404.52472962,291,267,58,1,0,0,0,0,0,0,0,0.0037014,convex_mesh_per_channel
4,37,2,10,10,7122.35937,712.235937,26751.79685578,291,267,0,0,0,0,0,0,0,0,0,0.0036214,convex_mesh_per_channel
4,37,3,10,10,6364.26302,636.426302,22846.31509638,295,267,1,1,0,0,0,0,0,0,0,0.0035167,convex_mesh_per_channel
4,37,4,10,10,6364.26302,636.426302,22846.31509638,295,267,1,1,31,14,31,0,568.2416866711,116.3908425597,0,0.012712,convex_mesh_per_channel
4,37,5,10,10,7362.13159,736.213159,26775.65794643,318,286,27,3,31,15,31,0,582.1125726433,119.6553511264,0,0.011197,convex_mesh_per_channel
4,38,0,10,10,6108.741592,610.8741592,21663.70794616,288,262,8,2,0,0,0,0,0,0,0,0.004692,convex_mesh_per_channel
4,38,1,10,10,6146.665621,614.6665621,21853.32809496,288,262,8,2,0,0,0,0,0,0,0,0.0047297,convex_mesh_per_channel
4,38,2,10,10,6412.476921,641.2476921,23157.38459165,289,262,8,2,0,0,0,0,0,0,0,0.0047349,convex_mesh_per_channel
4,38,3,10,10,6108.741592,610.8741592,21663.70794616,288,262,8,2,0,0,0,0,0,0,0,0.0048286,convex_mesh_per_channel
4,38,4,10,10,6108.741592,610.8741592,21663.70794616,288,262,8,2,31,14,31,0,805.458234468,202.2256556341,0,0.0142211,convex_mesh_per_channel
4,38,5,10,10,7093.851983,709.3851983,25759.25987091,296,268,48,2,31,14,31,0,603.9437129319,176.0139806102,0,0.013919,convex_mesh_per_channel
4,39,0,11,11,6388.004829,580.7277117273,23455.02415038,276,259,1,0,0,0,0,0,0,0,0,0.0048047,convex_mesh_per_channel
4,39,1,11,11,6645.305434,604.1186758182,24816.52716476,273,259,1,0,0,0,0,0,0,0,0,0.0047784,convex_mesh_per_channel
4,39,2,11,11,6732.150398,612.0136725455,25200.75199065,275,259,1,1,0,0,0,0,0,0,0,0.0047379,convex_mesh_per_channel
4,39,3,11,11,6388.004829,580.7277117273,23455.02415038,276,259,1,0,0,0,0,0,0,0,0,0.0048002,convex_mesh_per_channel
4,39,4,11,11,6388.004829,580.7277117273,23455.02415038,276,259,1,0,32,15,32,0,964.8188287184,258.4840791816,0,0.0149912,convex_mesh_per_channel
4,39,5,11,11,6216.98732,565.1806654545,23354.93659188,251,230,2,0,32,13,32,0,854.1119189917,305.9032403594,0,0.0246399,convex_mesh_per_channel
4,40,0,13,13,6128.338616,471.4106627692,23926.69308767,215,200,1,0,0,0,0,0,0,0,0,0.0063336,convex_mesh_per_channel
4,40,1,13,13,6384.589253,491.1222502308,25232.94626541,214,200,1,0,0,0,0,0,0,0,0,0.0061789,convex_mesh_per_channel
4,40,2,13,13,6916.35994,532.0276876923,27866.79969443,215,200,1,0,0,0,0,0,0,0,0,0.0062277,convex_mesh_per_channel
4,40,3,13,13,6128.338616,471.4106627692,23926.69308767,215,200,1,0,0,0,0,0,0,0,0,0.0078168,convex_mesh_per_channel
4,40,4,13,13,6128.338616,471.4106627692,23926.69308767,215,200,1,0,34,12,34,0,726.7474943777,219.7185456259,0,0.0211365,convex_mesh_per_channel
4,40,5,13,13,5878.47866,452.1906661538,22722.39329728,214,196,1,0,34,12,34,0,1194.223664115,291.2097346529,0,0.0240299,convex_mesh_per_channel
