日期,时间段,计划购电_kWh,最终合同购电_kWh,充电_kWh,放电_kWh,紧急购电_kWh,弃电_kWh,电价_元每kWh,时段初SOC_kWh,时段末SOC_kWh
2025-04-21,08:40-08:50,0.0,0.0,0.0,88.48326666666685,0.0,7.105427357601002e-14,1.043,3783.947740740744,3685.633000000003
2025-04-21,08:50-09:00,0.0,0.0,0.0,4.614999999999964,0.0,3.019806626980426e-14,1.036,3685.633000000003,3680.5052222222253
2025-04-21,09:00-09:10,0.0,0.0,27.023416666666485,0.0,0.0,1.0302869668521453e-13,1.0147,3680.5052222222253,3704.826297222225
2025-04-21,09:10-09:20,0.0,0.0,22.60174999999991,0.0,0.0,2.0250467969162855e-13,0.9922,3704.826297222225,3725.167872222225
2025-04-21,09:20-09:30,0.0,0.0,22.06833333333331,0.0,-0.0,0.0,0.97,3725.167872222225,3745.029372222225
2025-04-21,09:30-09:40,0.0,0.0,53.54511666666642,0.0,0.0,2.5579538487363607e-13,0.9422,3745.029372222225,3793.2199772222248
2025-04-21,09:40-09:50,0.0,0.0,88.64418333333359,0.0,2.5579538487363607e-13,0.0,0.9569,3793.2199772222248,3872.999742222225
2025-04-21,09:50-10:00,0.0,0.0,111.61250000000008,0.0,5.684341886080802e-14,0.0,0.9977,3872.999742222225,3973.450992222225
2025-04-21,10:00-10:10,0.0,0.0,131.93444999999983,0.0,0.0,2.2737367544323206e-13,0.9919,3973.450992222225,4092.191997222225
2025-04-21,10:10-10:20,0.0,0.0,153.12000308641674,0.0,0.0,0.38241358024995975,0.9588,4092.191997222225,4230.0
2025-04-21,10:20-10:30,0.0,0.0,192.67458333333303,0.0,0.0,3.979039320256561e-13,0.9549,4230.0,4403.407125
2025-04-21,10:30-10:40,0.0,0.0,266.81595000000016,0.0,1.7053025658242404e-13,0.0,0.9839,4403.407125,4643.54148
2025-04-21,10:40-10:50,0.0,0.0,173.84280000000015,0.0,0.0,167.03814999999977,0.799,4643.54148,4800.0
2025-04-21,10:50-11:00,102.55163731096174,102.55163731096174,333.3333333333333,0.0,0.0,140.21455397762838,0.5025,4800.0,5100.0
2025-04-21,11:00-11:10,464.6250374203918,464.6250374203918,600.0,0.0,0.0,199.90342075372507,0.4662,5100.0,5640.0
