kind,date,baseline_yuan,main_yuan,saving_yuan
q4_2,2025-07-28,62292.178591376774,61605.91427465137,686.2643167254064
q4_2,2025-07-29,64408.028499389664,62621.55683900288,1786.4716603867855
q4_2,2025-07-30,69402.96169766223,69280.58261348725,122.37908417498693
q4_2,2025-07-31,66806.94092269623,66066.45736873543,740.483553960803
q4_2,2025-08-01,27536.87214673565,27636.797870216156,-99.92572348050453
q4_2,2025-08-02,27010.42369708611,26256.707723955195,753.7159731309148
q4_2,2025-08-03,57714.32463143194,56044.17654016907,1670.1480912628685
q4_2,2025-08-04,61493.215504274274,59972.32980622325,1520.8856980510245
q4_2,2025-08-05,59266.21504217796,57931.61662225037,1334.5984199275917
q4_2,2025-08-06,56150.66274885174,55955.10416057891,195.55858827283373
q4_2,2025-08-07,56570.52935038858,54658.33508876754,1912.1942616210363
q4_2,2025-08-08,24128.755625215523,23720.447612002536,408.30801321298713
q4_2,2025-08-09,25370.76797974515,24650.55558850777,720.212391237379
q4_2,2025-08-10,52921.30613615269,51735.668764693866,1185.6373714588262
q4_2,2025-08-11,54564.9478743924,52554.57844324636,2010.369431146035
q4_2,2025-08-12,58795.97395505793,56658.55086313948,2137.4230919184556
q4_2,2025-08-13,56544.8781266845,54515.54599557331,2029.332131111194
q4_2,2025-08-14,54413.08374873791,52567.413745563754,1845.6700031741566
q4_2,2025-08-15,22589.17036651174,22368.713873707537,220.45649280420184
q4_2,2025-08-16,25468.745498258577,24893.092896355287,575.6526019032899
q4_2,2025-08-17,53335.667765282116,51428.57552691443,1907.092238367688
q4_2,2025-08-18,55571.947693588896,53450.94733419399,2121.0003593949077
q4_2,2025-08-19,56095.57195760301,53853.90649769014,2241.665459912867
q4_2,2025-08-20,58913.24019900098,63732.41703148786,-4819.176832486875
q4_2,2025-08-21,54586.14660906946,53104.52780427602,1481.618804793441
q4_2,2025-08-22,23738.006455061808,25240.084640200104,-1502.0781851382962
q4_2,2025-08-23,25950.402564183565,25589.24218776716,361.1603764164065
q4_2,2025-08-24,54660.00226909182,52511.94893445066,2148.053334641161
q4_2,2025-08-25,57248.76406519863,56757.536999078984,491.2270661196453
q4_2,2025-08-26,54861.52080429591,53569.76309304748,1291.757711248436
q4_2,2025-08-27,57366.74011885929,56410.90262183646,955.8374970228324
q4_2,2025-08-28,56010.91154951016,60053.50225406667,-4042.590704556511
q4_2,2025-08-29,24880.81522947367,25074.799787385164,-193.98455791149536
q4_2,2025-08-30,26935.43824228052,26243.555319539264,691.8829227412571
q4_2,2025-08-31,53969.40778998859,52693.269410578345,1276.138379410244
q4_2,2025-09-01,50517.67770086184,49888.87197809921,628.8057227626268
q4_2,2025-09-02,47913.85288906821,47662.23125199825,251.6216370699549
