n,ni,no,ri,ro,phase,score
21,8,12,995,1876,7.5,1005
21,8,12,995,1879,0,996.68
21,8,12,995,1879,1.875,1005
21,8,12,995,1879,3.75,1005
21,8,12,995,1879,5.625,1005
21,8,12,995,1879,7.5,1005
21,8,12,995,1882,0,999.609
21,8,12,995,1882,1.875,1005
21,8,12,995,1882,3.75,1005
21,8,12,995,1882,5.625,1005
21,8,12,995,1882,7.5,1005
21,8,12,995,1885,0,1002.5
21,8,12,995,1885,1.875,1005
21,8,12,995,1885,3.75,1005
21,8,12,995,1885,5.625,1005
21,8,12,995,1885,7.5,1005
21,8,12,995,1888,0,1005
21,8,12,995,1888,1.875,1005
21,8,12,995,1888,3.75,1005
21,8,12,995,1888,5.625,1005
21,8,12,995,1888,7.5,1005
21,8,12,995,1891,0,1005
21,8,12,995,1891,1.875,1005
21,8,12,995,1891,3.75,1005
21,8,12,995,1891,5.625,1005
21,8,12,995,1891,7.5,1005
21,8,12,995,1894,0,1005
21,8,12,995,1894,1.875,1005
21,8,12,995,1894,3.75,1005
21,8,12,995,1894,5.625,1005
21,8,12,995,1894,7.5,1005
21,8,12,995,1897,0,1005
21,8,12,995,1897,1.875,1005
21,8,12,995,1897,3.75,1005
21,8,12,995,1897,5.625,1005
21,8,12,995,1897,7.5,1005
21,8,12,995,1900,0,1005
21,8,12,995,1900,1.875,1005
21,8,12,995,1900,3.75,1005
21,8,12,995,1900,5.625,1005
21,8,12,995,1900,7.5,1005
21,8,12,996,1864,0,996
21,8,12,996,1864,1.875,996
21,8,12,996,1864,3.75,1001.84
21,8,12,996,1864,5.625,1001.84
21,8,12,996,1864,7.5,1001.84
21,8,12,996,1867,0,996
21,8,12,996,1867,1.875,996
21,8,12,996,1867,3.75,1004.73
21,8,12,996,1867,5.625,1004.73
21,8,12,996,1867,7.5,1004.73
21,8,12,996,1870,0,996
21,8,12,996,1870,1.875,996
21,8,12,996,1870,3.75,1005
21,8,12,996,1870,5.625,1005
21,8,12,996,1870,7.5,1005
21,8,12,996,1873,0,996
21,8,12,996,1873,1.875,998.32
21,8,12,996,1873,3.75,1005
21,8,12,996,1873,5.625,1005
21,8,12,996,1873,7.5,1005
21,8,12,996,1876,0,996
21,8,12,996,1876,1.875,1001.25
21,8,12,996,1876,3.75,1005
21,8,12,996,1876,5.625,1005
21,8,12,996,1876,7.5,1005
21,8,12,996,1879,0,996.68
21,8,12,996,1879,1.875,1004.18
21,8,12,996,1879,3.75,1005
21,8,12,996,1879,5.625,1005
21,8,12,996,1879,7.5,1005
21,8,12,996,1882,0,999.609
21,8,12,996,1882,1.875,1005
21,8,12,996,1882,3.75,1005
21,8,12,996,1882,5.625,1005
21,8,12,996,1882,7.5,1005
21,8,12,996,1885,0,1002.5
21,8,12,996,1885,1.875,1005
21,8,12,996,1885,3.75,1005
21,8,12,996,1885,5.625,1005
21,8,12,996,1885,7.5,1005
21,8,12,996,1888,0,1005
21,8,12,996,1888,1.875,1005
21,8,12,996,1888,3.75,1005
21,8,12,996,1888,5.625,1005
21,8,12,996,1888,7.5,1005
21,8,12,996,1891,0,1005
21,8,12,996,1891,1.875,1005
21,8,12,996,1891,3.75,1005
21,8,12,996,1891,5.625,1005
21,8,12,996,1891,7.5,1005
21,8,12,996,1894,0,1005
21,8,12,996,1894,1.875,1005
21,8,12,996,1894,3.75,1005
21,8,12,996,1894,5.625,1005
21,8,12,996,1894,7.5,1005
21,8,12,996,1897,0,1005
21,8,12,996,1897,1.875,1005
21,8,12,996,1897,3.75,1005
21,8,12,996,1897,5.625,1005
21,8,12,996,1897,7.5,1005
21,8,12,996,1900,0,1005
21,8,12,996,1900,1.875,1005
21,8,12,996,1900,3.75,1005
21,8,12,996,1900,5.625,1005
21,8,12,996,1900,7.5,1005
21,8,12,997,1864,0,997
21,8,12,997,1864,1.875,997
21,8,12,997,1864,3.75,997
21,8,12,997,1864,5.625,1001.84
21,8,12,997,1864,7.5,1001.84
21,8,12,997,1867,0,997
21,8,12,997,1867,1.875,997
21,8,12,997,1867,3.75,999.688
21,8,12,997,1867,5.625,1004.73
21,8,12,997,1867,7.5,1004.73
21,8,12,997,1870,0,997
21,8,12,997,1870,1.875,997
21,8,12,997,1870,3.75,1002.58
21,8,12,997,1870,5.625,1005
21,8,12,997,1870,7.5,1005
21,8,12,997,1873,0,997
21,8,12,997,1873,1.875,997
21,8,12,997,1873,3.75,1005
21,8,12,997,1873,5.625,1005
21,8,12,997,1873,7.5,1005
21,8,12,997,1876,0,997
21,8,12,997,1876,1.875,997
21,8,12,997,1876,3.75,1005
21,8,12,997,1876,5.625,1005
21,8,12,997,1876,7.5,1005
21,8,12,997,1879,0,997
21,8,12,997,1879,1.875,997.461
21,8,12,997,1879,3.75,1005
21,8,12,997,1879,5.625,1005
21,8,12,997,1879,7.5,1005
21,8,12,997,1882,0,999.609
21,8,12,997,1882,1.875,1000.39
21,8,12,997,1882,3.75,1005
21,8,12,997,1882,5.625,1005
21,8,12,997,1882,7.5,1005
21,8,12,997,1885,0,1002.5
21,8,12,997,1885,1.875,1003.36
21,8,12,997,1885,3.75,1005
21,8,12,997,1885,5.625,1005
21,8,12,997,1885,7.5,1005
21,8,12,997,1888,0,1005
21,8,12,997,1888,1.875,1005
21,8,12,997,1888,3.75,1005
21,8,12,997,1888,5.625,1005
21,8,12,997,1888,7.5,1005
21,8,12,997,1891,0,1005
21,8,12,997,1891,1.875,1005
21,8,12,997,1891,3.75,1005
21,8,12,997,1891,5.625,1005
21,8,12,997,1891,7.5,1005
21,8,12,997,1894,0,1005
21,8,12,997,1894,1.875,1005
21,8,12,997,1894,3.75,1005
21,8,12,997,1894,5.625,1005
21,8,12,997,1894,7.5,1005
21,8,12,997,1897,0,1005
21,8,12,997,1897,1.875,1005
21,8,12,997,1897,3.75,1005
21,8,12,997,1897,5.625,1005
21,8,12,997,1897,7.5,1005
21,8,12,997,1900,0,1005
21,8,12,997,1900,1.875,1005
21,8,12,997,1900,3.75,1005
21,8,12,997,1900,5.625,1005
21,8,12,997,1900,7.5,1005
21,8,12,998,1864,0,998
21,8,12,998,1864,1.875,998
21,8,12,998,1864,3.75,998
21,8,12,998,1864,5.625,999.258
21,8,12,998,1864,7.5,1001.84
21,8,12,998,1867,0,998
21,8,12,998,1867,1.875,998
21,8,12,998,1867,3.75,998
21,8,12,998,1867,5.625,1002.19
21,8,12,998,1867,7.5,1004.73
21,8,12,998,1870,0,998
21,8,12,998,1870,1.875,998
21,8,12,998,1870,3.75,998
21,8,12,998,1870,5.625,1005
21,8,12,998,1870,7.5,1005
21,8,12,998,1873,0,998
21,8,12,998,1873,1.875,998
21,8,12,998,1873,3.75,998
21,8,12,998,1873,5.625,1005
21,8,12,998,1873,7.5,1005
21,8,12,998,1876,0,998
21,8,12,998,1876,1.875,998
21,8,12,998,1876,3.75,998.945
21,8,12,998,1876,5.625,1005
21,8,12,998,1876,7.5,1005
21,8,12,998,1879,0,998
21,8,12,998,1879,1.875,998
21,8,12,998,1879,3.75,1001.88
21,8,12,998,1879,5.625,1005
21,8,12,998,1879,7.5,1005
21,8,12,998,1882,0,999.609
21,8,12,998,1882,1.875,999.609
21,8,12,998,1882,3.75,1004.84
21,8,12,998,1882,5.625,1005
21,8,12,998,1882,7.5,1005
21,8,12,998,1885,0,1002.5
21,8,12,998,1885,1.875,1002.5
21,8,12,998,1885,3.75,1005
21,8,12,998,1885,5.625,1005
21,8,12,998,1885,7.5,1005
21,8,12,998,1888,0,1005
21,8,12,998,1888,1.875,1005
21,8,12,998,1888,3.75,1005
21,8,12,998,1888,5.625,1005
21,8,12,998,1888,7.5,1005
21,8,12,998,1891,0,1005
21,8,12,998,1891,1.875,1005
21,8,12,998,1891,3.75,1005
21,8,12,998,1891,5.625,1005
21,8,12,998,1891,7.5,1005
21,8,12,998,1894,0,1005
21,8,12,998,1894,1.875,1005
21,8,12,998,1894,3.75,1005
21,8,12,998,1894,5.625,1005
21,8,12,998,1894,7.5,1005
21,8,12,998,1897,0,1005
21,8,12,998,1897,1.875,1005
21,8,12,998,1897,3.75,1005
21,8,12,998,1897,5.625,1005
21,8,12,998,1897,7.5,1005
21,8,12,998,1900,0,1005
21,8,12,998,1900,1.875,1005
21,8,12,998,1900,3.75,1005
21,8,12,998,1900,5.625,1005
21,8,12,998,1900,7.5,1005
21,8,12,999,1864,0,999
21,8,12,999,1864,1.875,999
21,8,12,999,1864,3.75,999
21,8,12,999,1864,5.625,999
21,8,12,999,1864,7.5,999
21,8,12,999,1867,0,999
21,8,12,999,1867,1.875,999
21,8,12,999,1867,3.75,999
21,8,12,999,1867,5.625,999
21,8,12,999,1867,7.5,999
21,8,12,999,1870,0,999
21,8,12,999,1870,1.875,999
21,8,12,999,1870,3.75,999
21,8,12,999,1870,5.625,999
21,8,12,999,1870,7.5,999
21,8,12,999,1873,0,999
21,8,12,999,1873,1.875,999
21,8,12,999,1873,3.75,999
21,8,12,999,1873,5.625,999
21,8,12,999,1873,7.5,999
21,8,12,999,1876,0,999
21,8,12,999,1876,1.875,999
21,8,12,999,1876,3.75,999
21,8,12,999,1876,5.625,999
21,8,12,999,1876,7.5,999
21,8,12,999,1879,0,999
21,8,12,999,1879,1.875,999
21,8,12,999,1879,3.75,999
21,8,12,999,1879,5.625,999
21,8,12,999,1879,7.5,999
21,8,12,999,1882,0,999.609
21,8,12,999,1882,1.875,999.609
21,8,12,999,1882,3.75,999.609
21,8,12,999,1882,5.625,999.609
21,8,12,999,1882,7.5,999.609
21,8,12,999,1885,0,1002.5
21,8,12,999,1885,1.875,1002.5
21,8,12,999,1885,3.75,1002.5
21,8,12,999,1885,5.625,1002.5
21,8,12,999,1885,7.5,1002.5
21,8,12,999,1888,0,1005
21,8,12,999,1888,1.875,1005
21,8,12,999,1888,3.75,1005
21,8,12,999,1888,5.625,1005
21,8,12,999,1888,7.5,1005
21,8,12,999,1891,0,1005
21,8,12,999,1891,1.875,1005
21,8,12,999,1891,3.75,1005
21,8,12,999,1891,5.625,1005
21,8,12,999,1891,7.5,1005
21,8,12,999,1894,0,1005
21,8,12,999,1894,1.875,1005
21,8,12,999,1894,3.75,1005
21,8,12,999,1894,5.625,1005
21,8,12,999,1894,7.5,1005
21,8,12,999,1897,0,1005
21,8,12,999,1897,1.875,1005
21,8,12,999,1897,3.75,1005
21,8,12,999,1897,5.625,1005
21,8,12,999,1897,7.5,1005
21,8,12,999,1900,0,1005
21,8,12,999,1900,1.875,1005
21,8,12,999,1900,3.75,1005
21,8,12,999,1900,5.625,1005
21,8,12,999,1900,7.5,1005
22,8,13,982,1855,0,985.039
22,8,13,982,1855,0.432692,985.039
22,8,13,982,1855,0.865385,985.039
22,8,13,982,1855,1.29808,985.039
22,8,13,982,1855,1.73077,985.039
22,8,13,982,1858,0,987.148
22,8,13,982,1858,0.432692,987.148
22,8,13,982,1858,0.865385,987.148
22,8,13,982,1858,1.29808,987.148
22,8,13,982,1858,1.73077,987.148
22,8,13,982,1861,0,990.078
22,8,13,982,1861,0.432692,990.078
22,8,13,982,1861,0.865385,990.078
22,8,13,982,1861,1.29808,990.078
22,8,13,982,1861,1.73077,990.078
22,8,13,982,1864,0,993.008
22,8,13,982,1864,0.432692,993.008
22,8,13,982,1864,0.865385,993.008
22,8,13,982,1864,1.29808,993.008
22,8,13,982,1864,1.73077,993.008
22,8,13,982,1867,0,995.898
22,8,13,982,1867,0.432692,995.898
22,8,13,982,1867,0.865385,995.898
22,8,13,982,1867,1.29808,995.898
22,8,13,982,1867,1.73077,995.898
22,8,13,982,1870,0,998.828
22,8,13,982,1870,0.432692,998.828
22,8,13,982,1870,0.865385,998.828
22,8,13,982,1870,1.29808,998.828
22,8,13,982,1870,1.73077,998.828
22,8,13,982,1873,0,1001.76
22,8,13,982,1873,0.432692,1001.76
22,8,13,982,1873,0.865385,1001.76
22,8,13,982,1873,1.29808,1001.76
22,8,13,982,1873,1.73077,1001.76
22,8,13,982,1876,0,1004.69
22,8,13,982,1876,0.432692,1004.69
22,8,13,982,1876,0.865385,1004.69
22,8,13,982,1876,1.29808,1004.69
22,8,13,982,1876,1.73077,1004.69
22,8,13,982,1879,0,1005
22,8,13,982,1879,0.432692,1005
22,8,13,982,1879,0.865385,1005
22,8,13,982,1879,1.29808,1005
22,8,13,982,1879,1.73077,1005
22,8,13,982,1882,0,1005
22,8,13,982,1882,0.432692,1005
22,8,13,982,1882,0.865385,1005
22,8,13,982,1882,1.29808,1005
22,8,13,982,1882,1.73077,1005
22,8,13,982,1885,0,1005
22,8,13,982,1885,0.432692,1005
22,8,13,982,1885,0.865385,1005
22,8,13,982,1885,1.29808,1005
22,8,13,982,1885,1.73077,1005
22,8,13,982,1888,0,1005
22,8,13,982,1888,0.432692,1005
22,8,13,982,1888,0.865385,1005
22,8,13,982,1888,1.29808,1005
22,8,13,982,1888,1.73077,1005
22,8,13,982,1891,0,1005
22,8,13,982,1891,0.432692,1005
22,8,13,982,1891,0.865385,1005
22,8,13,982,1891,1.29808,1005
22,8,13,982,1891,1.73077,1005
22,8,13,982,1894,0,1005
22,8,13,982,1894,0.432692,1005
22,8,13,982,1894,0.865385,1005
22,8,13,982,1894,1.29808,1005
22,8,13,982,1894,1.73077,1005
22,8,13,982,1897,0,1005
22,8,13,982,1897,0.432692,1005
22,8,13,982,1897,0.865385,1005
22,8,13,982,1897,1.29808,1005
22,8,13,982,1897,1.73077,1005
22,8,13,982,1900,0,1005
22,8,13,982,1900,0.432692,1005
22,8,13,982,1900,0.865385,1005
22,8,13,982,1900,1.29808,1005
22,8,13,982,1900,1.73077,1005
22,8,13,983,1855,0,985.039
22,8,13,983,1855,0.432692,985.039
22,8,13,983,1855,0.865385,985.039
22,8,13,983,1855,1.29808,985.039
22,8,13,983,1855,1.73077,985.039
22,8,13,983,1858,0,987.148
22,8,13,983,1858,0.432692,987.148
22,8,13,983,1858,0.865385,987.148
22,8,13,983,1858,1.29808,987.148
22,8,13,983,1858,1.73077,987.148
22,8,13,983,1861,0,990.078
22,8,13,983,1861,0.432692,990.078
22,8,13,983,1861,0.865385,990.078
22,8,13,983,1861,1.29808,990.078
22,8,13,983,1861,1.73077,990.078
22,8,13,983,1864,0,993.008
22,8,13,983,1864,0.432692,993.008
22,8,13,983,1864,0.865385,993.008
22,8,13,983,1864,1.29808,993.008
22,8,13,983,1864,1.73077,993.008
22,8,13,983,1867,0,995.898
22,8,13,983,1867,0.432692,995.898
22,8,13,983,1867,0.865385,995.898
22,8,13,983,1867,1.29808,995.898
22,8,13,983,1867,1.73077,995.898
22,8,13,983,1870,0,998.828
22,8,13,983,1870,0.432692,998.828
22,8,13,983,1870,0.865385,998.828
22,8,13,983,1870,1.29808,998.828
22,8,13,983,1870,1.73077,998.828
22,8,13,983,1873,0,1001.76
22,8,13,983,1873,0.432692,1001.76
22,8,13,983,1873,0.865385,1001.76
22,8,13,983,1873,1.29808,1001.76
22,8,13,983,1873,1.73077,1001.76
22,8,13,983,1876,0,1004.69
22,8,13,983,1876,0.432692,1004.69
22,8,13,983,1876,0.865385,1004.69
22,8,13,983,1876,1.29808,1004.69
22,8,13,983,1876,1.73077,1004.69
22,8,13,983,1879,0,1005
22,8,13,983,1879,0.432692,1005
22,8,13,983,1879,0.865385,1005
22,8,13,983,1879,1.29808,1005
22,8,13,983,1879,1.73077,1005
22,8,13,983,1882,0,1005
22,8,13,983,1882,0.432692,1005
22,8,13,983,1882,0.865385,1005
22,8,13,983,1882,1.29808,1005
22,8,13,983,1882,1.73077,1005
22,8,13,983,1885,0,1005
22,8,13,983,1885,0.432692,1005
22,8,13,983,1885,0.865385,1005
22,8,13,983,1885,1.29808,1005
22,8,13,983,1885,1.73077,1005
22,8,13,983,1888,0,1005
22,8,13,983,1888,0.432692,1005
22,8,13,983,1888,0.865385,1005
22,8,13,983,1888,1.29808,1005
22,8,13,983,1888,1.73077,1005
22,8,13,983,1891,0,1005
22,8,13,983,1891,0.432692,1005
22,8,13,983,1891,0.865385,1005
22,8,13,983,1891,1.29808,1005
22,8,13,983,1891,1.73077,1005
22,8,13,983,1894,0,1005
22,8,13,983,1894,0.432692,1005
22,8,13,983,1894,0.865385,1005
22,8,13,983,1894,1.29808,1005
22,8,13,983,1894,1.73077,1005
22,8,13,983,1897,0,1005
22,8,13,983,1897,0.432692,1005
22,8,13,983,1897,0.865385,1005
22,8,13,983,1897,1.29808,1005
22,8,13,983,1897,1.73077,1005
22,8,13,983,1900,0,1005
22,8,13,983,1900,0.432692,1005
22,8,13,983,1900,0.865385,1005
22,8,13,983,1900,1.29808,1005
22,8,13,983,1900,1.73077,1005
22,8,13,984,1855,0,985.039
22,8,13,984,1855,0.432692,985.039
22,8,13,984,1855,0.865385,985.039
22,8,13,984,1855,1.29808,985.039
22,8,13,984,1855,1.73077,985.039
22,8,13,984,1858,0,987.148
22,8,13,984,1858,0.432692,987.148
22,8,13,984,1858,0.865385,987.148
22,8,13,984,1858,1.29808,987.148
22,8,13,984,1858,1.73077,987.148
22,8,13,984,1861,0,990.078
22,8,13,984,1861,0.432692,990.078
22,8,13,984,1861,0.865385,990.078
22,8,13,984,1861,1.29808,990.078
22,8,13,984,1861,1.73077,990.078
22,8,13,984,1864,0,993.008
22,8,13,984,1864,0.432692,993.008
22,8,13,984,1864,0.865385,993.008
22,8,13,984,1864,1.29808,993.008
22,8,13,984,1864,1.73077,993.008
22,8,13,984,1867,0,995.898
22,8,13,984,1867,0.432692,995.898
22,8,13,984,1867,0.865385,995.898
22,8,13,984,1867,1.29808,995.898
22,8,13,984,1867,1.73077,995.898
22,8,13,984,1870,0,998.828
22,8,13,984,1870,0.432692,998.828
22,8,13,984,1870,0.865385,998.828
22,8,13,984,1870,1.29808,998.828
22,8,13,984,1870,1.73077,998.828
22,8,13,984,1873,0,1001.76
22,8,13,984,1873,0.432692,1001.76
22,8,13,984,1873,0.865385,1001.76
22,8,13,984,1873,1.29808,1001.76
22,8,13,984,1873,1.73077,1001.76
22,8,13,984,1876,0,1004.69
22,8,13,984,1876,0.432692,1004.69
22,8,13,984,1876,0.865385,1004.69
22,8,13,984,1876,1.29808,1004.69
22,8,13,984,1876,1.73077,1004.69
22,8,13,984,1879,0,1005
22,8,13,984,1879,0.432692,1005
22,8,13,984,1879,0.865385,1005
22,8,13,984,1879,1.29808,1005
22,8,13,984,1879,1.73077,1005
22,8,13,984,1882,0,1005
22,8,13,984,1882,0.432692,1005
22,8,13,984,1882,0.865385,1005
22,8,13,984,1882,1.29808,1005
22,8,13,984,1882,1.73077,1005
22,8,13,984,1885,0,1005
22,8,13,984,1885,0.432692,1005
22,8,13,984,1885,0.865385,1005
22,8,13,984,1885,1.29808,1005
22,8,13,984,1885,1.73077,1005
22,8,13,984,1888,0,1005
22,8,13,984,1888,0.432692,1005
22,8,13,984,1888,0.865385,1005
22,8,13,984,1888,1.29808,1005
22,8,13,984,1888,1.73077,1005
22,8,13,984,1891,0,1005
22,8,13,984,1891,0.432692,1005
22,8,13,984,1891,0.865385,1005
22,8,13,984,1891,1.29808,1005
22,8,13,984,1891,1.73077,1005
22,8,13,984,1894,0,1005
22,8,13,984,1894,0.432692,1005
22,8,13,984,1894,0.865385,1005
22,8,13,984,1894,1.29808,1005
22,8,13,984,1894,1.73077,1005
22,8,13,984,1897,0,1005
22,8,13,984,1897,0.432692,1005
22,8,13,984,1897,0.865385,1005
22,8,13,984,1897,1.29808,1005
22,8,13,984,1897,1.73077,1005
22,8,13,984,1900,0,1005
22,8,13,984,1900,0.432692,1005
22,8,13,984,1900,0.865385,1005
22,8,13,984,1900,1.29808,1005
22,8,13,984,1900,1.73077,1005
22,8,13,985,1855,0,985.039
22,8,13,985,1855,0.432692,985.039
22,8,13,985,1855,0.865385,985.039
22,8,13,985,1855,1.29808,985.039
22,8,13,985,1855,1.73077,985.039
22,8,13,985,1858,0,987.148
22,8,13,985,1858,0.432692,987.148
22,8,13,985,1858,0.865385,987.148
22,8,13,985,1858,1.29808,987.148
22,8,13,985,1858,1.73077,987.148
22,8,13,985,1861,0,990.078
22,8,13,985,1861,0.432692,990.078
22,8,13,985,1861,0.865385,990.078
22,8,13,985,1861,1.29808,990.078
22,8,13,985,1861,1.73077,990.078
22,8,13,985,1864,0,993.008
22,8,13,985,1864,0.432692,993.008
22,8,13,985,1864,0.865385,993.008
22,8,13,985,1864,1.29808,993.008
22,8,13,985,1864,1.73077,993.008
22,8,13,985,1867,0,995.898
22,8,13,985,1867,0.432692,995.898
22,8,13,985,1867,0.865385,995.898
22,8,13,985,1867,1.29808,995.898
22,8,13,985,1867,1.73077,995.898
22,8,13,985,1870,0,998.828
22,8,13,985,1870,0.432692,998.828
22,8,13,985,1870,0.865385,998.828
22,8,13,985,1870,1.29808,998.828
22,8,13,985,1870,1.73077,998.828
22,8,13,985,1873,0,1001.76
22,8,13,985,1873,0.432692,1001.76
22,8,13,985,1873,0.865385,1001.76
22,8,13,985,1873,1.29808,1001.76
22,8,13,985,1873,1.73077,1001.76
22,8,13,985,1876,0,1004.69
22,8,13,985,1876,0.432692,1004.69
22,8,13,985,1876,0.865385,1004.69
22,8,13,985,1876,1.29808,1004.69
22,8,13,985,1876,1.73077,1004.69
22,8,13,985,1879,0,1005
22,8,13,985,1879,0.432692,1005
22,8,13,985,1879,0.865385,1005
22,8,13,985,1879,1.29808,1005
22,8,13,985,1879,1.73077,1005
22,8,13,985,1882,0,1005
22,8,13,985,1882,0.432692,1005
22,8,13,985,1882,0.865385,1005
22,8,13,985,1882,1.29808,1005
22,8,13,985,1882,1.73077,1005
22,8,13,985,1885,0,1005
22,8,13,985,1885,0.432692,1005
22,8,13,985,1885,0.865385,1005
22,8,13,985,1885,1.29808,1005
22,8,13,985,1885,1.73077,1005
22,8,13,985,1888,0,1005
22,8,13,985,1888,0.432692,1005
22,8,13,985,1888,0.865385,1005
22,8,13,985,1888,1.29808,1005
22,8,13,985,1888,1.73077,1005
22,8,13,985,1891,0,1005
22,8,13,985,1891,0.432692,1005
22,8,13,985,1891,0.865385,1005
22,8,13,985,1891,1.29808,1005
22,8,13,985,1891,1.73077,1005
22,8,13,985,1894,0,1005
22,8,13,985,1894,0.432692,1005
22,8,13,985,1894,0.865385,1005
22,8,13,985,1894,1.29808,1005
22,8,13,985,1894,1.73077,1005
22,8,13,985,1897,0,1005
22,8,13,985,1897,0.432692,1005
22,8,13,985,1897,0.865385,1005
22,8,13,985,1897,1.29808,1005
22,8,13,985,1897,1.73077,1005
22,8,13,985,1900,0,1005
22,8,13,985,1900,0.432692,1005
22,8,13,985,1900,0.865385,1005
22,8,13,985,1900,1.29808,1005
22,8,13,985,1900,1.73077,1005
22,8,13,986,1855,0,986
22,8,13,986,1855,0.432692,986
22,8,13,986,1855,0.865385,986
22,8,13,986,1855,1.29808,986
22,8,13,986,1855,1.73077,986
22,8,13,986,1858,0,987.148
22,8,13,986,1858,0.432692,987.148
22,8,13,986,1858,0.865385,987.148
22,8,13,986,1858,1.29808,987.148
22,8,13,986,1858,1.73077,987.148
22,8,13,986,1861,0,990.078
22,8,13,986,1861,0.432692,990.078
22,8,13,986,1861,0.865385,990.078
22,8,13,986,1861,1.29808,990.078
22,8,13,986,1861,1.73077,990.078
22,8,13,986,1864,0,993.008
22,8,13,986,1864,0.432692,993.008
22,8,13,986,1864,0.865385,993.008
22,8,13,986,1864,1.29808,993.008
22,8,13,986,1864,1.73077,993.008
22,8,13,986,1867,0,995.898
22,8,13,986,1867,0.432692,995.898
22,8,13,986,1867,0.865385,995.898
22,8,13,986,1867,1.29808,995.898
22,8,13,986,1867,1.73077,995.898
22,8,13,986,1870,0,998.828
22,8,13,986,1870,0.432692,998.828
22,8,13,986,1870,0.865385,998.828
22,8,13,986,1870,1.29808,998.828
22,8,13,986,1870,1.73077,998.828
22,8,13,986,1873,0,1001.76
22,8,13,986,1873,0.432692,1001.76
22,8,13,986,1873,0.865385,1001.76
22,8,13,986,1873,1.29808,1001.76
22,8,13,986,1873,1.73077,1001.76
22,8,13,986,1876,0,1004.69
22,8,13,986,1876,0.432692,1004.69
22,8,13,986,1876,0.865385,1004.69
22,8,13,986,1876,1.29808,1004.69
22,8,13,986,1876,1.73077,1004.69
22,8,13,986,1879,0,1005
22,8,13,986,1879,0.432692,1005
22,8,13,986,1879,0.865385,1005
22,8,13,986,1879,1.29808,1005
22,8,13,986,1879,1.73077,1005
22,8,13,986,1882,0,1005
22,8,13,986,1882,0.432692,1005
22,8,13,986,1882,0.865385,1005
22,8,13,986,1882,1.29808,1005
22,8,13,986,1882,1.73077,1005
22,8,13,986,1885,0,1005
22,8,13,986,1885,0.432692,1005
22,8,13,986,1885,0.865385,1005
22,8,13,986,1885,1.29808,1005
22,8,13,986,1885,1.73077,1005
22,8,13,986,1888,0,1005
22,8,13,986,1888,0.432692,1005
22,8,13,986,1888,0.865385,1005
22,8,13,986,1888,1.29808,1005
22,8,13,986,1888,1.73077,1005
22,8,13,986,1891,0,1005
22,8,13,986,1891,0.432692,1005
22,8,13,986,1891,0.865385,1005
22,8,13,986,1891,1.29808,1005
22,8,13,986,1891,1.73077,1005
22,8,13,986,1894,0,1005
22,8,13,986,1894,0.432692,1005
22,8,13,986,1894,0.865385,1005
22,8,13,986,1894,1.29808,1005
22,8,13,986,1894,1.73077,1005
22,8,13,986,1897,0,1005
22,8,13,986,1897,0.432692,1005
22,8,13,986,1897,0.865385,1005
22,8,13,986,1897,1.29808,1005
22,8,13,986,1897,1.73077,1005
22,8,13,986,1900,0,1005
22,8,13,986,1900,0.432692,1005
22,8,13,986,1900,0.865385,1005
22,8,13,986,1900,1.29808,1005
22,8,13,986,1900,1.73077,1005
22,8,13,987,1855,0,987
22,8,13,987,1855,0.432692,987
22,8,13,987,1855,0.865385,987
22,8,13,987,1855,1.29808,987
22,8,13,987,1855,1.73077,987
22,8,13,987,1858,0,987.148
22,8,13,987,1858,0.432692,987.148
22,8,13,987,1858,0.865385,987.148
22,8,13,987,1858,1.29808,987.148
22,8,13,987,1858,1.73077,987.148
22,8,13,987,1861,0,990.078
22,8,13,987,1861,0.432692,990.078
22,8,13,987,1861,0.865385,990.078
22,8,13,987,1861,1.29808,990.078
22,8,13,987,1861,1.73077,990.078
22,8,13,987,1864,0,993.008
22,8,13,987,1864,0.432692,993.008
22,8,13,987,1864,0.865385,993.008
22,8,13,987,1864,1.29808,993.008
22,8,13,987,1864,1.73077,993.008
22,8,13,987,1867,0,995.898
22,8,13,987,1867,0.432692,995.898
22,8,13,987,1867,0.865385,995.898
22,8,13,987,1867,1.29808,995.898
22,8,13,987,1867,1.73077,995.898
22,8,13,987,1870,0,998.828
22,8,13,987,1870,0.432692,998.828
22,8,13,987,1870,0.865385,998.828
22,8,13,987,1870,1.29808,998.828
22,8,13,987,1870,1.73077,998.828
22,8,13,987,1873,0,1001.76
22,8,13,987,1873,0.432692,1001.76
22,8,13,987,1873,0.865385,1001.76
22,8,13,987,1873,1.29808,1001.76
22,8,13,987,1873,1.73077,1001.76
22,8,13,987,1876,0,1004.69
22,8,13,987,1876,0.432692,1004.69
22,8,13,987,1876,0.865385,1004.69
22,8,13,987,1876,1.29808,1004.69
22,8,13,987,1876,1.73077,1004.69
22,8,13,987,1879,0,1005
22,8,13,987,1879,0.432692,1005
22,8,13,987,1879,0.865385,1005
22,8,13,987,1879,1.29808,1005
22,8,13,987,1879,1.73077,1005
22,8,13,987,1882,0,1005
22,8,13,987,1882,0.432692,1005
22,8,13,987,1882,0.865385,1005
22,8,13,987,1882,1.29808,1005
22,8,13,987,1882,1.73077,1005
22,8,13,987,1885,0,1005
22,8,13,987,1885,0.432692,1005
22,8,13,987,1885,0.865385,1005
22,8,13,987,1885,1.29808,1005
22,8,13,987,1885,1.73077,1005
22,8,13,987,1888,0,1005
