n,ni,no,ri,ro,phase,score
22,9,12,990,1882,0,999.609
22,9,12,990,1882,1.25,999.609
22,9,12,990,1882,2.5,999.609
22,9,12,990,1882,3.75,999.609
22,9,12,990,1882,5,999.609
22,9,12,990,1885,0,1002.5
22,9,12,990,1885,1.25,1002.5
22,9,12,990,1885,2.5,1002.5
22,9,12,990,1885,3.75,1002.5
22,9,12,990,1885,5,1002.5
22,9,12,990,1888,0,1005
22,9,12,990,1888,1.25,1005
22,9,12,990,1888,2.5,1005
22,9,12,990,1888,3.75,1005
22,9,12,990,1888,5,1005
22,9,12,990,1891,0,1005
22,9,12,990,1891,1.25,1005
22,9,12,990,1891,2.5,1005
22,9,12,990,1891,3.75,1005
22,9,12,990,1891,5,1005
22,9,12,990,1894,0,1005
22,9,12,990,1894,1.25,1005
22,9,12,990,1894,2.5,1005
22,9,12,990,1894,3.75,1005
22,9,12,990,1894,5,1005
22,9,12,990,1897,0,1005
22,9,12,990,1897,1.25,1005
22,9,12,990,1897,2.5,1005
22,9,12,990,1897,3.75,1005
22,9,12,990,1897,5,1005
22,9,12,990,1900,0,1005
22,9,12,990,1900,1.25,1005
22,9,12,990,1900,2.5,1005
22,9,12,990,1900,3.75,1005
22,9,12,990,1900,5,1005
22,9,12,991,1864,0,991
22,9,12,991,1864,1.25,991
22,9,12,991,1864,2.5,991
22,9,12,991,1864,3.75,991
22,9,12,991,1864,5,991
22,9,12,991,1867,0,991
22,9,12,991,1867,1.25,991
22,9,12,991,1867,2.5,991
22,9,12,991,1867,3.75,991
22,9,12,991,1867,5,991
22,9,12,991,1870,0,991
22,9,12,991,1870,1.25,991
22,9,12,991,1870,2.5,991
22,9,12,991,1870,3.75,991
22,9,12,991,1870,5,991
22,9,12,991,1873,0,991
22,9,12,991,1873,1.25,991
22,9,12,991,1873,2.5,991
22,9,12,991,1873,3.75,991
22,9,12,991,1873,5,991
22,9,12,991,1876,0,993.789
22,9,12,991,1876,1.25,993.789
22,9,12,991,1876,2.5,993.789
22,9,12,991,1876,3.75,993.789
22,9,12,991,1876,5,993.789
22,9,12,991,1879,0,996.68
22,9,12,991,1879,1.25,996.68
22,9,12,991,1879,2.5,996.68
22,9,12,991,1879,3.75,996.68
22,9,12,991,1879,5,996.68
22,9,12,991,1882,0,999.609
22,9,12,991,1882,1.25,999.609
22,9,12,991,1882,2.5,999.609
22,9,12,991,1882,3.75,999.609
22,9,12,991,1882,5,999.609
22,9,12,991,1885,0,1002.5
22,9,12,991,1885,1.25,1002.5
22,9,12,991,1885,2.5,1002.5
22,9,12,991,1885,3.75,1002.5
22,9,12,991,1885,5,1002.5
22,9,12,991,1888,0,1005
22,9,12,991,1888,1.25,1005
22,9,12,991,1888,2.5,1005
22,9,12,991,1888,3.75,1005
22,9,12,991,1888,5,1005
22,9,12,991,1891,0,1005
22,9,12,991,1891,1.25,1005
22,9,12,991,1891,2.5,1005
22,9,12,991,1891,3.75,1005
22,9,12,991,1891,5,1005
22,9,12,991,1894,0,1005
22,9,12,991,1894,1.25,1005
22,9,12,991,1894,2.5,1005
22,9,12,991,1894,3.75,1005
22,9,12,991,1894,5,1005
22,9,12,991,1897,0,1005
22,9,12,991,1897,1.25,1005
22,9,12,991,1897,2.5,1005
22,9,12,991,1897,3.75,1005
22,9,12,991,1897,5,1005
22,9,12,991,1900,0,1005
22,9,12,991,1900,1.25,1005
22,9,12,991,1900,2.5,1005
22,9,12,991,1900,3.75,1005
22,9,12,991,1900,5,1005
22,9,12,992,1864,0,992
22,9,12,992,1864,1.25,992
22,9,12,992,1864,2.5,992
22,9,12,992,1864,3.75,992
22,9,12,992,1864,5,992
22,9,12,992,1867,0,992
22,9,12,992,1867,1.25,992
22,9,12,992,1867,2.5,992
22,9,12,992,1867,3.75,992
22,9,12,992,1867,5,992
22,9,12,992,1870,0,992
22,9,12,992,1870,1.25,992
22,9,12,992,1870,2.5,992
22,9,12,992,1870,3.75,992
22,9,12,992,1870,5,992
22,9,12,992,1873,0,992
22,9,12,992,1873,1.25,992
22,9,12,992,1873,2.5,992
22,9,12,992,1873,3.75,992
22,9,12,992,1873,5,992
22,9,12,992,1876,0,993.789
22,9,12,992,1876,1.25,993.789
22,9,12,992,1876,2.5,993.789
22,9,12,992,1876,3.75,993.789
22,9,12,992,1876,5,993.789
22,9,12,992,1879,0,996.68
22,9,12,992,1879,1.25,996.68
22,9,12,992,1879,2.5,996.68
22,9,12,992,1879,3.75,996.68
22,9,12,992,1879,5,996.68
22,9,12,992,1882,0,999.609
22,9,12,992,1882,1.25,999.609
22,9,12,992,1882,2.5,999.609
22,9,12,992,1882,3.75,999.609
22,9,12,992,1882,5,999.609
22,9,12,992,1885,0,1002.5
22,9,12,992,1885,1.25,1002.5
22,9,12,992,1885,2.5,1002.5
22,9,12,992,1885,3.75,1002.5
22,9,12,992,1885,5,1002.5
22,9,12,992,1888,0,1005
22,9,12,992,1888,1.25,1005
22,9,12,992,1888,2.5,1005
22,9,12,992,1888,3.75,1005
22,9,12,992,1888,5,1005
22,9,12,992,1891,0,1005
22,9,12,992,1891,1.25,1005
22,9,12,992,1891,2.5,1005
22,9,12,992,1891,3.75,1005
22,9,12,992,1891,5,1005
22,9,12,992,1894,0,1005
22,9,12,992,1894,1.25,1005
22,9,12,992,1894,2.5,1005
22,9,12,992,1894,3.75,1005
22,9,12,992,1894,5,1005
22,9,12,992,1897,0,1005
22,9,12,992,1897,1.25,1005
22,9,12,992,1897,2.5,1005
22,9,12,992,1897,3.75,1005
22,9,12,992,1897,5,1005
22,9,12,992,1900,0,1005
22,9,12,992,1900,1.25,1005
22,9,12,992,1900,2.5,1005
22,9,12,992,1900,3.75,1005
22,9,12,992,1900,5,1005
22,9,12,993,1864,0,993
22,9,12,993,1864,1.25,993
22,9,12,993,1864,2.5,993
22,9,12,993,1864,3.75,993
22,9,12,993,1864,5,993
22,9,12,993,1867,0,993
22,9,12,993,1867,1.25,993
22,9,12,993,1867,2.5,993
22,9,12,993,1867,3.75,993
22,9,12,993,1867,5,993
22,9,12,993,1870,0,993
22,9,12,993,1870,1.25,993
22,9,12,993,1870,2.5,993
22,9,12,993,1870,3.75,993
22,9,12,993,1870,5,993
22,9,12,993,1873,0,993
22,9,12,993,1873,1.25,993
22,9,12,993,1873,2.5,993
22,9,12,993,1873,3.75,993
22,9,12,993,1873,5,993
22,9,12,993,1876,0,993.789
22,9,12,993,1876,1.25,993.789
22,9,12,993,1876,2.5,993.789
22,9,12,993,1876,3.75,993.789
22,9,12,993,1876,5,993.789
22,9,12,993,1879,0,996.68
22,9,12,993,1879,1.25,996.68
22,9,12,993,1879,2.5,996.68
22,9,12,993,1879,3.75,996.68
22,9,12,993,1879,5,996.68
22,9,12,993,1882,0,999.609
22,9,12,993,1882,1.25,999.609
22,9,12,993,1882,2.5,999.609
22,9,12,993,1882,3.75,999.609
22,9,12,993,1882,5,999.609
22,9,12,993,1885,0,1002.5
22,9,12,993,1885,1.25,1002.5
22,9,12,993,1885,2.5,1002.5
22,9,12,993,1885,3.75,1002.5
22,9,12,993,1885,5,1002.5
22,9,12,993,1888,0,1005
22,9,12,993,1888,1.25,1005
22,9,12,993,1888,2.5,1005
22,9,12,993,1888,3.75,1005
22,9,12,993,1888,5,1005
22,9,12,993,1891,0,1005
22,9,12,993,1891,1.25,1005
22,9,12,993,1891,2.5,1005
22,9,12,993,1891,3.75,1005
22,9,12,993,1891,5,1005
22,9,12,993,1894,0,1005
22,9,12,993,1894,1.25,1005
22,9,12,993,1894,2.5,1005
22,9,12,993,1894,3.75,1005
22,9,12,993,1894,5,1005
22,9,12,993,1897,0,1005
22,9,12,993,1897,1.25,1005
22,9,12,993,1897,2.5,1005
22,9,12,993,1897,3.75,1005
22,9,12,993,1897,5,1005
22,9,12,993,1900,0,1005
22,9,12,993,1900,1.25,1005
22,9,12,993,1900,2.5,1005
22,9,12,993,1900,3.75,1005
22,9,12,993,1900,5,1005
22,9,12,994,1864,0,994
22,9,12,994,1864,1.25,994
22,9,12,994,1864,2.5,994
22,9,12,994,1864,3.75,994
22,9,12,994,1864,5,994
22,9,12,994,1867,0,994
22,9,12,994,1867,1.25,994
22,9,12,994,1867,2.5,994
22,9,12,994,1867,3.75,994
22,9,12,994,1867,5,994
22,9,12,994,1870,0,994
22,9,12,994,1870,1.25,994
22,9,12,994,1870,2.5,994
22,9,12,994,1870,3.75,994
22,9,12,994,1870,5,994
22,9,12,994,1873,0,994
22,9,12,994,1873,1.25,994
22,9,12,994,1873,2.5,994
22,9,12,994,1873,3.75,994
22,9,12,994,1873,5,994
22,9,12,994,1876,0,994
22,9,12,994,1876,1.25,994
22,9,12,994,1876,2.5,994
22,9,12,994,1876,3.75,994
22,9,12,994,1876,5,994
22,9,12,994,1879,0,996.68
22,9,12,994,1879,1.25,996.68
22,9,12,994,1879,2.5,996.68
22,9,12,994,1879,3.75,996.68
22,9,12,994,1879,5,996.68
22,9,12,994,1882,0,999.609
22,9,12,994,1882,1.25,999.609
22,9,12,994,1882,2.5,999.609
22,9,12,994,1882,3.75,999.609
22,9,12,994,1882,5,999.609
22,9,12,994,1885,0,1002.5
22,9,12,994,1885,1.25,1002.5
22,9,12,994,1885,2.5,1002.5
22,9,12,994,1885,3.75,1002.5
22,9,12,994,1885,5,1002.5
22,9,12,994,1888,0,1005
22,9,12,994,1888,1.25,1005
22,9,12,994,1888,2.5,1005
22,9,12,994,1888,3.75,1005
22,9,12,994,1888,5,1005
22,9,12,994,1891,0,1005
22,9,12,994,1891,1.25,1005
22,9,12,994,1891,2.5,1005
22,9,12,994,1891,3.75,1005
22,9,12,994,1891,5,1005
22,9,12,994,1894,0,1005
22,9,12,994,1894,1.25,1005
22,9,12,994,1894,2.5,1005
22,9,12,994,1894,3.75,1005
22,9,12,994,1894,5,1005
22,9,12,994,1897,0,1005
22,9,12,994,1897,1.25,1005
22,9,12,994,1897,2.5,1005
22,9,12,994,1897,3.75,1005
22,9,12,994,1897,5,1005
22,9,12,994,1900,0,1005
22,9,12,994,1900,1.25,1005
22,9,12,994,1900,2.5,1005
22,9,12,994,1900,3.75,1005
22,9,12,994,1900,5,1005
22,9,12,995,1864,0,995
22,9,12,995,1864,1.25,995
22,9,12,995,1864,2.5,995
22,9,12,995,1864,3.75,995
22,9,12,995,1864,5,995
22,9,12,995,1867,0,995
22,9,12,995,1867,1.25,995
22,9,12,995,1867,2.5,995
22,9,12,995,1867,3.75,995
22,9,12,995,1867,5,995
22,9,12,995,1870,0,995
22,9,12,995,1870,1.25,995
22,9,12,995,1870,2.5,995
22,9,12,995,1870,3.75,995
22,9,12,995,1870,5,995
22,9,12,995,1873,0,995
22,9,12,995,1873,1.25,995
22,9,12,995,1873,2.5,995
22,9,12,995,1873,3.75,995
22,9,12,995,1873,5,995
22,9,12,995,1876,0,995
22,9,12,995,1876,1.25,995
22,9,12,995,1876,2.5,995
22,9,12,995,1876,3.75,995
22,9,12,995,1876,5,995
22,9,12,995,1879,0,996.68
22,9,12,995,1879,1.25,996.68
22,9,12,995,1879,2.5,996.68
22,9,12,995,1879,3.75,996.68
22,9,12,995,1879,5,996.68
22,9,12,995,1882,0,999.609
22,9,12,995,1882,1.25,999.609
22,9,12,995,1882,2.5,999.609
22,9,12,995,1882,3.75,999.609
22,9,12,995,1882,5,999.609
22,9,12,995,1885,0,1002.5
22,9,12,995,1885,1.25,1002.5
22,9,12,995,1885,2.5,1002.5
22,9,12,995,1885,3.75,1002.5
22,9,12,995,1885,5,1002.5
22,9,12,995,1888,0,1005
22,9,12,995,1888,1.25,1005
22,9,12,995,1888,2.5,1005
22,9,12,995,1888,3.75,1005
22,9,12,995,1888,5,1005
22,9,12,995,1891,0,1005
22,9,12,995,1891,1.25,1005
22,9,12,995,1891,2.5,1005
22,9,12,995,1891,3.75,1005
22,9,12,995,1891,5,1005
22,9,12,995,1894,0,1005
22,9,12,995,1894,1.25,1005
22,9,12,995,1894,2.5,1005
22,9,12,995,1894,3.75,1005
22,9,12,995,1894,5,1005
22,9,12,995,1897,0,1005
22,9,12,995,1897,1.25,1005
22,9,12,995,1897,2.5,1005
22,9,12,995,1897,3.75,1005
22,9,12,995,1897,5,1005
22,9,12,995,1900,0,1005
22,9,12,995,1900,1.25,1005
22,9,12,995,1900,2.5,1005
22,9,12,995,1900,3.75,1005
22,9,12,995,1900,5,1005
22,9,12,996,1864,0,996
22,9,12,996,1864,1.25,996
22,9,12,996,1864,2.5,996
22,9,12,996,1864,3.75,996
22,9,12,996,1864,5,996
22,9,12,996,1867,0,996
22,9,12,996,1867,1.25,996
22,9,12,996,1867,2.5,996
22,9,12,996,1867,3.75,996
22,9,12,996,1867,5,996
22,9,12,996,1870,0,996
22,9,12,996,1870,1.25,996
22,9,12,996,1870,2.5,996
22,9,12,996,1870,3.75,996
22,9,12,996,1870,5,996
22,9,12,996,1873,0,996
22,9,12,996,1873,1.25,996
22,9,12,996,1873,2.5,996
22,9,12,996,1873,3.75,996
22,9,12,996,1873,5,996
22,9,12,996,1876,0,996
22,9,12,996,1876,1.25,996
22,9,12,996,1876,2.5,996
22,9,12,996,1876,3.75,996
22,9,12,996,1876,5,996
22,9,12,996,1879,0,996.68
22,9,12,996,1879,1.25,996.68
22,9,12,996,1879,2.5,996.68
22,9,12,996,1879,3.75,996.68
22,9,12,996,1879,5,996.68
22,9,12,996,1882,0,999.609
22,9,12,996,1882,1.25,999.609
22,9,12,996,1882,2.5,999.609
22,9,12,996,1882,3.75,999.609
22,9,12,996,1882,5,999.609
22,9,12,996,1885,0,1002.5
22,9,12,996,1885,1.25,1002.5
22,9,12,996,1885,2.5,1002.5
22,9,12,996,1885,3.75,1002.5
22,9,12,996,1885,5,1002.5
22,9,12,996,1888,0,1005
22,9,12,996,1888,1.25,1005
22,9,12,996,1888,2.5,1005
22,9,12,996,1888,3.75,1005
22,9,12,996,1888,5,1005
22,9,12,996,1891,0,1005
22,9,12,996,1891,1.25,1005
22,9,12,996,1891,2.5,1005
22,9,12,996,1891,3.75,1005
22,9,12,996,1891,5,1005
22,9,12,996,1894,0,1005
22,9,12,996,1894,1.25,1005
22,9,12,996,1894,2.5,1005
22,9,12,996,1894,3.75,1005
22,9,12,996,1894,5,1005
22,9,12,996,1897,0,1005
22,9,12,996,1897,1.25,1005
22,9,12,996,1897,2.5,1005
22,9,12,996,1897,3.75,1005
22,9,12,996,1897,5,1005
22,9,12,996,1900,0,1005
22,9,12,996,1900,1.25,1005
22,9,12,996,1900,2.5,1005
22,9,12,996,1900,3.75,1005
22,9,12,996,1900,5,1005
22,9,12,997,1864,0,997
22,9,12,997,1864,1.25,997
22,9,12,997,1864,2.5,997
22,9,12,997,1864,3.75,997
22,9,12,997,1864,5,997
22,9,12,997,1867,0,997
22,9,12,997,1867,1.25,997
22,9,12,997,1867,2.5,997
22,9,12,997,1867,3.75,997
22,9,12,997,1867,5,997
22,9,12,997,1870,0,997
22,9,12,997,1870,1.25,997
22,9,12,997,1870,2.5,997
22,9,12,997,1870,3.75,997
22,9,12,997,1870,5,997
22,9,12,997,1873,0,997
22,9,12,997,1873,1.25,997
22,9,12,997,1873,2.5,997
22,9,12,997,1873,3.75,997
22,9,12,997,1873,5,997
22,9,12,997,1876,0,997
22,9,12,997,1876,1.25,997
22,9,12,997,1876,2.5,997
22,9,12,997,1876,3.75,997
22,9,12,997,1876,5,997
22,9,12,997,1879,0,997
22,9,12,997,1879,1.25,997
22,9,12,997,1879,2.5,997
22,9,12,997,1879,3.75,997
22,9,12,997,1879,5,997
22,9,12,997,1882,0,999.609
22,9,12,997,1882,1.25,999.609
22,9,12,997,1882,2.5,999.609
22,9,12,997,1882,3.75,999.609
22,9,12,997,1882,5,999.609
22,9,12,997,1885,0,1002.5
22,9,12,997,1885,1.25,1002.5
22,9,12,997,1885,2.5,1002.5
22,9,12,997,1885,3.75,1002.5
22,9,12,997,1885,5,1002.5
22,9,12,997,1888,0,1005
22,9,12,997,1888,1.25,1005
22,9,12,997,1888,2.5,1005
22,9,12,997,1888,3.75,1005
22,9,12,997,1888,5,1005
22,9,12,997,1891,0,1005
22,9,12,997,1891,1.25,1005
22,9,12,997,1891,2.5,1005
22,9,12,997,1891,3.75,1005
22,9,12,997,1891,5,1005
22,9,12,997,1894,0,1005
22,9,12,997,1894,1.25,1005
22,9,12,997,1894,2.5,1005
22,9,12,997,1894,3.75,1005
22,9,12,997,1894,5,1005
22,9,12,997,1897,0,1005
22,9,12,997,1897,1.25,1005
22,9,12,997,1897,2.5,1005
22,9,12,997,1897,3.75,1005
22,9,12,997,1897,5,1005
22,9,12,997,1900,0,1005
22,9,12,997,1900,1.25,1005
22,9,12,997,1900,2.5,1005
22,9,12,997,1900,3.75,1005
22,9,12,997,1900,5,1005
22,9,12,998,1864,0,998
22,9,12,998,1864,1.25,998
22,9,12,998,1864,2.5,998
22,9,12,998,1864,3.75,998
22,9,12,998,1864,5,998
22,9,12,998,1867,0,998
22,9,12,998,1867,1.25,998
22,9,12,998,1867,2.5,998
22,9,12,998,1867,3.75,998
22,9,12,998,1867,5,998
22,9,12,998,1870,0,998
22,9,12,998,1870,1.25,998
22,9,12,998,1870,2.5,998
22,9,12,998,1870,3.75,998
22,9,12,998,1870,5,998
22,9,12,998,1873,0,998
22,9,12,998,1873,1.25,998
22,9,12,998,1873,2.5,998
22,9,12,998,1873,3.75,998
22,9,12,998,1873,5,998
22,9,12,998,1876,0,998
22,9,12,998,1876,1.25,998
22,9,12,998,1876,2.5,998
22,9,12,998,1876,3.75,998
22,9,12,998,1876,5,998
22,9,12,998,1879,0,998
22,9,12,998,1879,1.25,998
22,9,12,998,1879,2.5,998
22,9,12,998,1879,3.75,998
22,9,12,998,1879,5,998
22,9,12,998,1882,0,999.609
22,9,12,998,1882,1.25,999.609
22,9,12,998,1882,2.5,999.609
22,9,12,998,1882,3.75,999.609
22,9,12,998,1882,5,999.609
22,9,12,998,1885,0,1002.5
22,9,12,998,1885,1.25,1002.5
22,9,12,998,1885,2.5,1002.5
22,9,12,998,1885,3.75,1002.5
22,9,12,998,1885,5,1002.5
22,9,12,998,1888,0,1005
22,9,12,998,1888,1.25,1005
22,9,12,998,1888,2.5,1005
22,9,12,998,1888,3.75,1005
22,9,12,998,1888,5,1005
22,9,12,998,1891,0,1005
22,9,12,998,1891,1.25,1005
22,9,12,998,1891,2.5,1005
22,9,12,998,1891,3.75,1005
22,9,12,998,1891,5,1005
22,9,12,998,1894,0,1005
22,9,12,998,1894,1.25,1005
22,9,12,998,1894,2.5,1005
22,9,12,998,1894,3.75,1005
22,9,12,998,1894,5,1005
22,9,12,998,1897,0,1005
22,9,12,998,1897,1.25,1005
22,9,12,998,1897,2.5,1005
22,9,12,998,1897,3.75,1005
22,9,12,998,1897,5,1005
22,9,12,998,1900,0,1005
22,9,12,998,1900,1.25,1005
22,9,12,998,1900,2.5,1005
22,9,12,998,1900,3.75,1005
22,9,12,998,1900,5,1005
22,9,12,999,1864,0,999
22,9,12,999,1864,1.25,999
22,9,12,999,1864,2.5,999
22,9,12,999,1864,3.75,999
22,9,12,999,1864,5,999
22,9,12,999,1867,0,999
22,9,12,999,1867,1.25,999
22,9,12,999,1867,2.5,999
22,9,12,999,1867,3.75,999
22,9,12,999,1867,5,999
22,9,12,999,1870,0,999
22,9,12,999,1870,1.25,999
22,9,12,999,1870,2.5,999
22,9,12,999,1870,3.75,999
22,9,12,999,1870,5,999
22,9,12,999,1873,0,999
22,9,12,999,1873,1.25,999
22,9,12,999,1873,2.5,999
22,9,12,999,1873,3.75,999
22,9,12,999,1873,5,999
22,9,12,999,1876,0,999
22,9,12,999,1876,1.25,999
22,9,12,999,1876,2.5,999
22,9,12,999,1876,3.75,999
22,9,12,999,1876,5,999
22,9,12,999,1879,0,999
22,9,12,999,1879,1.25,999
22,9,12,999,1879,2.5,999
22,9,12,999,1879,3.75,999
22,9,12,999,1879,5,999
22,9,12,999,1882,0,999.609
22,9,12,999,1882,1.25,999.609
22,9,12,999,1882,2.5,999.609
22,9,12,999,1882,3.75,999.609
22,9,12,999,1882,5,999.609
22,9,12,999,1885,0,1002.5
22,9,12,999,1885,1.25,1002.5
22,9,12,999,1885,2.5,1002.5
22,9,12,999,1885,3.75,1002.5
22,9,12,999,1885,5,1002.5
22,9,12,999,1888,0,1005
22,9,12,999,1888,1.25,1005
22,9,12,999,1888,2.5,1005
22,9,12,999,1888,3.75,1005
22,9,12,999,1888,5,1005
22,9,12,999,1891,0,1005
22,9,12,999,1891,1.25,1005
22,9,12,999,1891,2.5,1005
22,9,12,999,1891,3.75,1005
22,9,12,999,1891,5,1005
22,9,12,999,1894,0,1005
22,9,12,999,1894,1.25,1005
22,9,12,999,1894,2.5,1005
22,9,12,999,1894,3.75,1005
22,9,12,999,1894,5,1005
22,9,12,999,1897,0,1005
22,9,12,999,1897,1.25,1005
22,9,12,999,1897,2.5,1005
22,9,12,999,1897,3.75,1005
22,9,12,999,1897,5,1005
22,9,12,999,1900,0,1005
22,9,12,999,1900,1.25,1005
22,9,12,999,1900,2.5,1005
22,9,12,999,1900,3.75,1005
22,9,12,999,1900,5,1005
