case_id,problem,seed,n,method,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,runtime_s,certificate
310040,4,310040,12,1,12,8210.564773,684.2137310833,31262.82386714,319,294,3,1,0.0113587,convex_mesh_per_channel
310040,4,310040,12,2,12,6794.362666,566.1968888333,25346.81333171,281,260,0,0,0.0040303,convex_mesh_per_channel
310041,4,310041,10,0,10,10413.888275,1041.3888275,40079.44139032,396,368,0,0,0.0004122,convex_mesh_per_channel
310041,4,310041,10,1,10,7703.096651,770.3096651,28475.48325901,330,308,0,0,0.008574,convex_mesh_per_channel
310041,4,310041,10,2,10,6134.601316,613.4601316,22008.00659277,283,265,1,0,0.0037883,convex_mesh_per_channel
310042,4,310042,11,0,11,11702.231317,1063.839210636,45741.15652527,359,326,126,3,0.0004864,convex_mesh_per_channel
310042,4,310042,11,1,11,7955.650877,723.2409888182,29633.25438833,333,300,3,1,0.0087499,convex_mesh_per_channel
310042,4,310042,11,2,11,7218.555382,656.2323074545,26942.77687376,278,253,44,3,0.0043937,convex_mesh_per_channel
310043,4,310043,14,0,14,11599.908744,828.5649102857,48164.54372954,272,240,99,4,0.0004615,convex_mesh_per_channel
310043,4,310043,14,1,14,8586.512675,613.3223339286,33702.56325288,258,240,82,1,0.0104555,convex_mesh_per_channel
310043,4,310043,14,2,14,8775.134108,626.7952934286,34185.67054688,266,232,102,4,0.0053639,convex_mesh_per_channel
310044,4,310044,16,0,16,12786.285044,799.14281525,53761.42512094,267,232,129,4,0.0005286,upper_bound_16
310044,4,310044,16,1,16,7660.488061,478.7805038125,31112.4403114,230,208,0,0,0.0130568,upper_bound_16
310044,4,310044,16,2,16,8732.11527,545.757204375,35310.57621137,207,180,125,5,0.0062122,upper_bound_16
310045,4,310045,10,0,10,11805.179826,1180.5179826,44970.89909544,431,405,67,1,0.0004041,convex_mesh_per_channel
310045,4,310045,10,1,10,8984.479879,898.4479879,33507.39937728,351,322,52,1,0.0068355,convex_mesh_per_channel
310045,4,310045,10,2,10,7212.913526,721.2913526,26099.56765399,323,304,8,1,0.0033542,convex_mesh_per_channel
310046,4,310046,14,0,14,10757.300742,768.3786244286,44811.50374276,292,265,0,0,0.000522,convex_mesh_per_channel
310046,4,310046,14,1,14,7184.163355,513.1545253571,28710.81675346,232,212,0,0,0.0152281,convex_mesh_per_channel
310046,4,310046,14,2,14,6193.819998,442.4157141429,23639.09999794,236,216,0,0,0.0054059,convex_mesh_per_channel
310047,4,310047,11,0,11,10485.687045,953.2442768182,41743.43527021,329,293,48,1,0.0004712,convex_mesh_per_channel
310047,4,310047,11,1,11,7950.741,722.7946363636,29963.70502402,300,271,44,2,0.009315,convex_mesh_per_channel
310047,4,310047,11,2,11,6760.42756,614.5843236364,25587.13782046,243,220,51,1,0.007198,convex_mesh_per_channel
310048,4,310048,14,0,14,10717.660825,765.5472017857,46068.30414654,244,214,0,0,0.0005284,convex_mesh_per_channel
310048,4,310048,14,1,14,7361.977868,525.855562,28834.88934019,255,223,9,1,0.0147028,convex_mesh_per_channel
310048,4,310048,14,2,14,6399.314236,457.093874,24891.57117819,228,208,1,0,0.0058675,convex_mesh_per_channel
310049,4,310049,16,0,16,9304.504132,581.53150825,38982.5203966,167,143,150,5,0.0005161,upper_bound_16
310049,4,310049,16,1,16,9079.407138,567.462946125,36517.03570357,201,172,173,4,0.0124832,upper_bound_16
310049,4,310049,16,2,16,6455.091158,403.443197375,24650.45575719,229,213,29,1,0.0053446,upper_bound_16
310050,4,310050,14,0,14,11347.074413,810.5053152143,47660.37205117,276,242,41,1,0.0005428,convex_mesh_per_channel
310050,4,310050,14,1,14,8387.708544,599.1220388571,32983.54259357,254,229,74,1,0.0121975,convex_mesh_per_channel
310050,4,310050,14,2,14,6162.739389,440.1956706429,24273.69695559,209,193,0,0,0.0067412,convex_mesh_per_channel
310051,4,310051,11,0,11,11295.24869,1026.84079,44611.24346387,359,328,65,3,0.0004159,convex_mesh_per_channel
310051,4,310051,11,1,11,8407.834481,764.3485891818,32119.17239413,289,262,74,1,0.0117063,convex_mesh_per_channel
310051,4,310051,11,2,11,6410.423881,582.7658073636,23522.11941438,267,250,22,1,0.0044632,convex_mesh_per_channel
310052,4,310052,14,0,14,10713.903083,765.2787916429,43469.51545187,312,282,36,1,0.0005095,convex_mesh_per_channel
310052,4,310052,14,1,14,8477.73116,605.5522257143,33533.65577093,256,235,62,2,0.0101497,convex_mesh_per_channel
310052,4,310052,14,2,14,6663.77667,475.9840478571,25718.88341067,227,204,37,1,0.0068597,convex_mesh_per_channel
310053,4,310053,14,0,14,11898.362297,849.8830212143,48951.81139903,329,297,32,1,0.0005047,convex_mesh_per_channel
310053,4,310053,14,1,14,10384.310106,741.7364361429,41106.55047553,284,256,139,3,0.0093455,convex_mesh_per_channel
310053,4,310053,14,2,14,6263.870724,447.4193374286,24349.35360954,223,197,4,1,0.0066316,convex_mesh_per_channel
310054,4,310054,12,0,12,11058.683493,921.55695775,45078.41748953,335,305,1,0,0.000477,convex_mesh_per_channel
310054,4,310054,12,1,12,8133.383773,677.7819810833,31041.91887246,308,277,16,3,0.0082723,convex_mesh_per_channel
310054,4,310054,12,2,12,6719.843579,559.9869649167,24759.21791675,269,237,42,3,0.0052829,convex_mesh_per_channel
310055,4,310055,14,0,14,11693.650512,835.2607508571,50323.2525734,263,229,5,1,0.0005054,convex_mesh_per_channel
310055,4,310055,14,1,14,8078.799933,577.0571380714,32463.99966751,256,233,1,0,0.013694,convex_mesh_per_channel
310055,4,310055,14,2,14,6714.599501,479.6142500714,26622.9975145,223,205,0,0,0.00556,convex_mesh_per_channel
310056,4,310056,12,0,12,10404.817457,867.0681214167,42024.08730724,328,300,0,0,0.0004577,convex_mesh_per_channel
310056,4,310056,12,1,12,8907.386229,742.28218575,35531.93116015,277,248,36,2,0.0109571,convex_mesh_per_channel
310056,4,310056,12,2,12,6598.271751,549.85597925,25426.35876674,244,227,2,0,0.0063289,convex_mesh_per_channel
310057,4,310057,16,0,16,11326.526398,707.907899875,47977.6319131,227,189,109,3,0.0005521,upper_bound_16
310057,4,310057,16,1,16,9225.035974,576.564748375,37835.17988348,261,222,17,4,0.0110239,upper_bound_16
310057,4,310057,16,2,16,7638.908096,477.431756,30844.54044332,217,185,40,3,0.0057042,upper_bound_16
310058,4,310058,10,0,10,10451.385191,1045.1385191,40246.92596698,393,357,10,1,0.0004315,convex_mesh_per_channel
310058,4,310058,10,1,10,8003.541724,800.3541724,30442.70862524,313,282,6,1,0.0118688,convex_mesh_per_channel
310058,4,310058,10,2,10,7335.380697,733.5380697,27351.90348173,262,241,88,1,0.0065945,convex_mesh_per_channel
310059,4,310059,15,0,15,11183.793287,745.5862191333,46798.96647691,284,254,25,2,0.000509,convex_mesh_per_channel
310059,4,310059,15,1,15,8581.384338,572.0922892,33751.92168998,286,260,22,3,0.0114141,convex_mesh_per_channel
310059,4,310059,15,2,15,7156.108656,477.0739104,27945.54332952,238,221,27,3,0.0051612,convex_mesh_per_channel
310060,4,310060,15,0,15,10955.677607,730.3785071333,47273.38804982,243,211,0,0,0.0005678,convex_mesh_per_channel
310060,4,310060,15,1,15,6862.760483,457.5173655333,27958.80241419,202,177,3,0,0.0181223,convex_mesh_per_channel
310060,4,310060,15,2,15,6635.897728,442.3931818667,26829.4886501,202,185,0,0,0.0080442,convex_mesh_per_channel
310061,4,310061,13,0,13,10214.76266,785.7509738462,42328.81331158,285,259,0,0,0.0004901,convex_mesh_per_channel
310061,4,310061,13,1,13,7597.244539,584.4034260769,30121.22269693,255,233,0,0,0.0138001,convex_mesh_per_channel
310061,4,310061,13,2,13,5693.244777,437.9419059231,21451.22389377,225,210,1,1,0.0073028,convex_mesh_per_channel
310062,4,310062,15,0,15,11992.567924,799.5045282667,50242.83963366,286,250,63,2,0.0005273,convex_mesh_per_channel
310062,4,310062,15,1,15,9338.377689,622.5585126,38341.88841136,224,190,95,2,0.0155082,convex_mesh_per_channel
310062,4,310062,15,2,15,7602.215195,506.8143463333,30931.07603131,211,196,30,1,0.0052206,convex_mesh_per_channel
310063,4,310063,13,0,13,11559.134457,889.164189,46670.67223593,348,318,34,1,0.0004848,convex_mesh_per_channel
310063,4,310063,13,1,13,8209.145273,631.4727133077,33170.72627178,234,205,45,1,0.0153461,convex_mesh_per_channel
310063,4,310063,13,2,13,6388.862015,491.4509242308,24629.31007155,236,218,0,0,0.0063723,convex_mesh_per_channel
310064,4,310064,12,0,12,10317.693625,859.8078020833,42003.46812898,314,284,1,0,0.0004883,convex_mesh_per_channel
310064,4,310064,12,1,12,9510.896024,792.5746686667,36089.48011029,330,295,96,2,0.0088492,convex_mesh_per_channel
310064,4,310064,12,2,12,7732.886438,644.4072031667,29474.43219092,289,267,22,1,0.0037405,convex_mesh_per_channel
310065,4,310065,14,0,14,10995.216217,785.3725869286,46761.08109835,233,198,70,1,0.0005617,convex_mesh_per_channel
310065,4,310065,14,1,14,8192.772889,585.1980635,33318.86444608,248,219,0,0,0.0149634,convex_mesh_per_channel
310065,4,310065,14,2,14,6228.499685,444.8928346429,24427.49842606,215,189,3,0,0.0079706,convex_mesh_per_channel
310066,4,310066,16,0,16,7723.820034,482.738752125,32054.10017298,208,184,3,1,0.0005518,upper_bound_16
310066,4,310066,16,1,16,6421.617757,401.3511098125,26193.0887554,177,149,23,2,0.0209066,upper_bound_16
310066,4,310066,16,2,16,5234.404601,327.1502875625,21622.02301155,141,125,0,0,0.0094259,upper_bound_16
310067,4,310067,12,0,12,11444.75928,953.72994,45038.79638438,390,358,23,1,0.0004614,convex_mesh_per_channel
310067,4,310067,12,1,12,9621.931586,801.8276321667,36774.65791764,360,329,26,2,0.0057954,convex_mesh_per_channel
310067,4,310067,12,2,12,7901.024253,658.41868775,29565.12126876,311,277,32,2,0.0034284,convex_mesh_per_channel
310068,4,310068,16,0,16,11529.403009,720.5876880625,48122.01488088,258,226,103,2,0.0005224,upper_bound_16
310068,4,310068,16,1,16,9185.528957,574.0955598125,37592.64478581,215,188,108,3,0.0160823,upper_bound_16
310068,4,310068,16,2,16,7915.806978,494.737936125,32994.03477146,179,156,62,1,0.0079958,upper_bound_16
310069,4,310069,11,0,11,11926.844774,1084.258615818,46739.22403232,387,343,82,4,0.0004172,convex_mesh_per_channel
310069,4,310069,11,1,11,8180.896125,743.7178295455,31119.4806192,321,294,1,1,0.0089208,convex_mesh_per_channel
310069,4,310069,11,2,11,8801.972412,800.1793101818,32399.86199531,327,293,113,5,0.0031904,convex_mesh_per_channel
310070,4,310070,12,0,12,12580.010062,1048.334171833,50700.05024996,355,326,93,3,0.0004343,convex_mesh_per_channel
310070,4,310070,12,1,12,9356.599579,779.7166315833,35162.99772837,343,318,77,2,0.0062407,convex_mesh_per_channel
310070,4,310070,12,2,12,7442.108306,620.1756921667,27840.54146012,256,231,101,3,0.0049248,convex_mesh_per_channel
310071,4,310071,11,0,11,10927.216864,993.3833512727,43796.08432879,357,325,1,0,0.0004523,convex_mesh_per_channel
310071,4,310071,11,1,11,8366.714113,760.6103739091,32598.57055679,293,270,19,1,0.0097942,convex_mesh_per_channel
310071,4,310071,11,2,11,7117.023173,647.0021066364,25535.11579616,306,281,48,2,0.0033314,convex_mesh_per_channel
310072,4,310072,10,0,10,10179.447183,1017.9447183,39152.23592967,387,361,1,0,0.0004022,convex_mesh_per_channel
310072,4,310072,10,1,10,7259.16774,725.916774,26870.83870261,309,287,1,0,0.0116658,convex_mesh_per_channel
310072,4,310072,10,2,10,6061.448877,606.1448877,22047.2443933,270,252,0,1,0.0045359,convex_mesh_per_channel
310073,4,310073,16,0,16,7193.025249,449.5640780625,28750.12626865,229,212,2,0,0.0005942,upper_bound_16
310073,4,310073,16,1,16,6981.991852,436.37449075,28679.9592648,197,181,0,0,0.0209251,upper_bound_16
310073,4,310073,16,2,16,5048.876691,315.5547931875,20024.38346051,163,149,0,0,0.0077088,upper_bound_16
310074,4,310074,16,0,16,7107.867776,444.241736,29189.33888584,201,185,0,0,0.000576,upper_bound_16
310074,4,310074,16,1,16,7595.012728,474.6882955,30310.06362981,246,223,0,0,0.0126924,upper_bound_16
310074,4,310074,16,2,16,5492.803822,343.300238875,22379.01911276,158,147,0,0,0.0094845,upper_bound_16
310075,4,310075,12,0,12,10670.676468,889.223039,43043.38222947,307,275,64,1,0.0004694,convex_mesh_per_channel
310075,4,310075,12,1,12,8024.480338,668.7066948333,31772.40170395,242,217,61,1,0.0139091,convex_mesh_per_channel
310075,4,310075,12,2,12,6024.189943,502.0158285833,23475.94971774,214,196,1,0,0.0079658,convex_mesh_per_channel
310076,4,310076,11,0,11,11432.936489,1039.357862636,44109.6824475,431,395,2,1,0.0004748,convex_mesh_per_channel
310076,4,310076,11,1,11,8381.251251,761.9319319091,30306.25626602,381,360,0,0,0.0052871,convex_mesh_per_channel
310076,4,310076,11,2,11,7926.772868,720.6157152727,30053.86436691,306,286,15,2,0.0028479,convex_mesh_per_channel
310077,4,310077,10,0,10,9889.280958,988.9280958,38201.40480536,371,338,2,1,0.000417,convex_mesh_per_channel
310077,4,310077,10,1,10,7423.926774,742.3926774,28089.63387507,296,276,0,0,0.0096974,convex_mesh_per_channel
310077,4,310077,10,2,10,6584.885971,658.4885971,23374.42985691,305,284,17,2,0.0046915,convex_mesh_per_channel
310078,4,310078,14,0,14,11252.279197,803.7342283571,46751.39599247,307,276,7,1,0.0005057,convex_mesh_per_channel
310078,4,310078,14,1,14,8273.003059,590.9287899286,32925.01525403,262,236,24,2,0.0112788,convex_mesh_per_channel
310078,4,310078,14,2,14,7191.63471,513.6881935714,28773.17354827,230,211,2,0,0.0047695,convex_mesh_per_channel
310079,4,310079,12,0,12,10978.372205,914.8643504167,45431.86101958,311,274,1,0,0.0005224,convex_mesh_per_channel
310079,4,310079,12,1,12,8216.983028,684.7485856667,31464.91502434,273,253,82,1,0.015795,convex_mesh_per_channel
310079,4,310079,12,2,12,6565.823451,547.15195425,25004.11725713,252,227,6,1,0.0064134,convex_mesh_per_channel
310080,4,310080,14,0,14,11918.306894,851.3076352857,49726.53437616,300,265,46,1,0.0005276,convex_mesh_per_channel
310080,4,310080,14,1,14,8229.73462,587.8381871429,33033.67307778,243,215,41,1,0.0163334,convex_mesh_per_channel
310080,4,310080,14,2,14,7856.605718,561.1861227143,31178.02848246,235,202,58,3,0.0063452,convex_mesh_per_channel
310081,4,310081,14,0,14,14821.81306,1058.700932857,60904.06504326,326,278,221,6,0.0004894,convex_mesh_per_channel
310081,4,310081,14,1,14,9914.344004,708.1674288571,38966.72005668,324,293,46,4,0.0076236,convex_mesh_per_channel
310081,4,310081,14,2,14,8607.277915,614.8055653571,33721.38941701,247,207,117,4,0.005528,convex_mesh_per_channel
310082,4,310082,15,0,15,12620.62041,841.374694,52983.1018006,241,204,180,4,0.0005232,convex_mesh_per_channel
310082,4,310082,15,1,15,9610.846664,640.7231109333,39074.23331937,261,227,63,2,0.0106068,convex_mesh_per_channel
310082,4,310082,15,2,15,7764.740217,517.6493478,30223.70096069,229,191,103,2,0.0074258,convex_mesh_per_channel
310083,4,310083,10,0,10,11990.248837,1199.0248837,45946.2442261,442,409,44,3,0.0004028,convex_mesh_per_channel
310083,4,310083,10,1,10,7547.533137,754.7533137,28092.66568388,317,294,0,0,0.010112,convex_mesh_per_channel
310083,4,310083,10,2,10,7373.049044,737.3049044,27625.24526228,281,255,46,3,0.0048027,convex_mesh_per_channel
310084,4,310084,14,0,14,10580.156866,755.7254904286,45325.78434326,246,212,1,0,0.0005591,convex_mesh_per_channel
310084,4,310084,14,1,14,7596.882763,542.6344830714,31189.4138126,219,194,0,0,0.0158912,convex_mesh_per_channel
310084,4,310084,14,2,14,6177.560444,441.2543174286,24772.80222145,195,175,1,0,0.0094574,convex_mesh_per_channel
310085,4,310085,12,0,12,10994.42703,916.2022525,44167.13517813,334,299,44,2,0.0004743,convex_mesh_per_channel
310085,4,310085,12,1,12,7445.862462,620.4885385,29149.31231551,263,235,2,1,0.0114154,convex_mesh_per_channel
310085,4,310085,12,2,12,6352.735104,529.394592,24843.67552137,224,204,0,0,0.0081201,convex_mesh_per_channel
310086,4,310086,10,0,10,10401.149046,1040.1149046,41495.74523297,346,316,2,1,0.0004274,convex_mesh_per_channel
310086,4,310086,10,1,10,7688.720705,768.8720705,29323.60352934,299,276,1,1,0.0102817,convex_mesh_per_channel
310086,4,310086,10,2,10,6880.947495,688.0947495,25864.73747883,263,238,35,2,0.0051197,convex_mesh_per_channel
310087,4,310087,16,0,16,7776.124055,486.0077534375,33365.62020322,151,133,45,2,0.0005375,upper_bound_16
310087,4,310087,16,1,16,7864.54403,491.534001875,31972.72014417,231,199,12,2,0.0144357,upper_bound_16
310087,4,310087,16,2,16,5844.392534,365.274533375,23181.96265952,192,162,2,1,0.0078481,upper_bound_16
310088,4,310088,13,0,13,11130.622501,856.2017308462,46263.11246673,292,257,32,1,0.0004994,convex_mesh_per_channel
310088,4,310088,13,1,13,8771.743125,674.7494711538,34803.71553266,275,248,41,1,0.0105082,convex_mesh_per_channel
310088,4,310088,13,2,13,7815.717601,601.2090462308,30428.58795861,249,228,64,3,0.0062508,convex_mesh_per_channel
310089,4,310089,11,0,11,11623.904421,1056.718583727,46964.52212377,368,330,2,1,0.0004417,convex_mesh_per_channel
310089,4,310089,11,1,11,7670.360816,697.3055287273,29571.80407356,286,265,2,1,0.0106307,convex_mesh_per_channel
310089,4,310089,11,2,11,6667.297963,606.1179966364,24791.48982516,279,253,2,1,0.0051584,convex_mesh_per_channel
310090,4,310090,14,0,14,11004.227189,786.0162277857,46501.13590418,256,228,42,1,0.0005169,convex_mesh_per_channel
310090,4,310090,14,1,14,7581.206446,541.5147461429,30996.03224146,221,198,3,0,0.013592,convex_mesh_per_channel
310090,4,310090,14,2,14,5668.365341,404.8832386429,22436.82671226,188,171,0,0,0.0088903,convex_mesh_per_channel
310091,4,310091,11,0,11,10414.683456,946.7894050909,41068.41725936,353,315,22,2,0.0004755,convex_mesh_per_channel
310091,4,310091,11,1,11,8200.595131,745.5086482727,31492.97565803,307,279,11,1,0.0112363,convex_mesh_per_channel
310091,4,310091,11,2,11,6412.36658,582.9424163636,24231.83290582,256,228,1,1,0.0062687,convex_mesh_per_channel
310092,4,310092,10,0,10,10001.048248,1000.1048248,38985.24124354,363,336,1,0,0.000422,convex_mesh_per_channel
310092,4,310092,10,1,10,7653.48856,765.348856,28492.44279751,319,292,6,1,0.0096455,convex_mesh_per_channel
310092,4,310092,10,2,10,5893.230353,589.3230353,21586.15178025,257,241,0,0,0.0060517,convex_mesh_per_channel
310093,4,310093,16,0,16,7021.453798,438.840862375,29142.26900941,188,170,1,0,0.000691,upper_bound_16
310093,4,310093,16,1,16,4783.009032,298.9380645,19960.0451784,120,108,1,0,0.0217939,upper_bound_16
310093,4,310093,16,2,16,5309.325675,331.8328546875,21126.62837579,170,151,1,0,0.007928,upper_bound_16
310094,4,310094,15,0,15,12465.317733,831.0211822,52971.5886878,265,234,79,3,0.0005138,convex_mesh_per_channel
310094,4,310094,15,1,15,8499.001117,566.6000744667,33880.00547917,244,218,70,1,0.014276,convex_mesh_per_channel
310094,4,310094,15,2,15,6431.209549,428.7473032667,26181.04775604,185,168,9,1,0.0091423,convex_mesh_per_channel
310095,4,310095,15,0,15,11433.121561,762.2081040667,49090.60779557,243,202,41,2,0.0005525,convex_mesh_per_channel
310095,4,310095,15,1,15,8947.951924,596.5301282667,35984.75961029,276,230,22,4,0.0137547,convex_mesh_per_channel
310095,4,310095,15,2,15,7462.532894,497.5021929333,30037.66446205,231,195,10,3,0.0072566,convex_mesh_per_channel
310096,4,310096,11,0,11,11219.614127,1019.964920636,44988.07064041,349,320,34,1,0.0004456,convex_mesh_per_channel
310096,4,310096,11,1,11,8032.475644,730.2250585455,29997.37814902,292,269,83,1,0.0121862,convex_mesh_per_channel
310096,4,310096,11,2,11,6361.344962,578.3040874545,23601.72480067,250,234,34,1,0.0050283,convex_mesh_per_channel
310097,4,310097,11,0,11,10183.060552,925.7327774545,40000.3027709,359,330,1,0,0.0004643,convex_mesh_per_channel
310097,4,310097,11,1,11,7787.902477,707.9911342727,30139.51239519,287,264,2,0,0.0127936,convex_mesh_per_channel
310097,4,310097,11,2,11,6547.276375,595.2069431818,24911.38188431,254,234,2,1,0.0055124,convex_mesh_per_channel
310098,4,310098,12,0,12,12124.281943,1010.356828583,48241.40958336,368,339,79,2,0.000487,convex_mesh_per_channel
310098,4,310098,12,1,12,9328.821873,777.40182275,36094.10925543,296,270,100,2,0.0100245,convex_mesh_per_channel
310098,4,310098,12,2,12,8207.605121,683.9670934167,31128.02544553,270,248,108,4,0.0048505,convex_mesh_per_channel
310099,4,310099,14,0,14,12202.029971,871.5735693571,50780.1497707,266,226,140,4,0.0004888,convex_mesh_per_channel
310099,4,310099,14,1,14,10823.451559,773.1036827857,42182.25784575,312,277,160,3,0.0084098,convex_mesh_per_channel
310099,4,310099,14,2,14,6392.287068,456.5919334286,24431.43534717,239,217,8,1,0.0047372,convex_mesh_per_channel
310100,4,310100,15,0,15,11835.200498,789.0133665333,51141.00248855,261,227,0,0,0.0005812,convex_mesh_per_channel
310100,4,310100,15,1,15,8084.642079,538.9761386,34103.2103954,203,171,1,1,0.0194689,convex_mesh_per_channel
310100,4,310100,15,2,15,6787.239929,452.4826619333,27641.19962671,202,174,0,0,0.0081635,convex_mesh_per_channel
310101,4,310101,15,0,15,11891.022868,792.7348578667,50140.11430872,248,218,110,2,0.0005396,convex_mesh_per_channel
310101,4,310101,15,1,15,7315.277768,487.6851845333,30276.38883975,201,180,0,0,0.0152497,convex_mesh_per_channel
310101,4,310101,15,2,15,7220.233047,481.3488698,29311.1650305,172,150,91,1,0.0109001,convex_mesh_per_channel
310102,4,310102,15,0,15,10931.801812,728.7867874667,46904.00906936,247,217,8,1,0.0005704,convex_mesh_per_channel
310102,4,310102,15,1,15,7822.06118,521.4707453333,31785.30589858,234,211,3,0,0.0133566,convex_mesh_per_channel
310102,4,310102,15,2,15,6893.167683,459.5445122,28490.83842237,189,169,2,1,0.0085166,convex_mesh_per_channel
310103,4,310103,12,0,12,10073.927599,839.4939665833,40729.63800937,316,288,0,0,0.00046,convex_mesh_per_channel
310103,4,310103,12,1,12,8000.300545,666.6917120833,30841.50272706,299,274,1,0,0.0109146,convex_mesh_per_channel
310103,4,310103,12,2,12,6243.539505,520.29495875,24217.69752978,227,205,0,0,0.006417,convex_mesh_per_channel
310104,4,310104,15,0,15,11403.612509,760.2408339333,47413.06256596,313,281,0,0,0.0005685,convex_mesh_per_channel
310104,4,310104,15,1,15,8190.706916,546.0471277333,33443.53463534,229,198,28,2,0.0159424,convex_mesh_per_channel
310104,4,310104,15,2,15,6644.375188,442.9583458667,26631.87601242,197,177,27,1,0.0075564,convex_mesh_per_channel
310105,4,310105,16,0,16,11087.844734,692.990295875,47609.22368492,245,219,14,2,0.0005572,upper_bound_16
310105,4,310105,16,1,16,7943.931822,496.495738875,32809.65910233,213,183,18,2,0.0144816,upper_bound_16
310105,4,310105,16,2,16,7354.675667,459.6672291875,28343.37836037,244,218,56,4,0.0049895,upper_bound_16
310106,4,310106,12,0,12,11501.534437,958.4612030833,46142.67221726,329,298,90,1,0.0004527,convex_mesh_per_channel
310106,4,310106,12,1,12,8539.573775,711.6311479167,33347.86889165,305,270,5,1,0.0108756,convex_mesh_per_channel
310106,4,310106,12,2,12,7259.285206,604.9404338333,27836.42604242,263,239,26,1,0.0046815,convex_mesh_per_channel
310107,4,310107,15,0,15,10416.367526,694.4245017333,44156.8376185,257,225,0,0,0.0005132,convex_mesh_per_channel
310107,4,310107,15,1,15,8626.549791,575.1033194,35782.74892826,215,185,45,2,0.0126448,convex_mesh_per_channel
310107,4,310107,15,2,15,6808.801236,453.9200824,26829.00618399,192,171,79,2,0.0083635,convex_mesh_per_channel
310108,4,310108,12,0,12,11506.634239,958.8861865833,46893.17116298,320,291,59,2,0.0004385,convex_mesh_per_channel
310108,4,310108,12,1,12,9416.451705,784.70430875,36317.25851066,323,295,61,2,0.0094402,convex_mesh_per_channel
310108,4,310108,12,2,12,6457.061092,538.0884243333,24210.30541589,246,223,34,1,0.0055856,convex_mesh_per_channel
310109,4,310109,12,0,12,12141.710095,1011.809174583,48918.55056684,328,292,122,4,0.0004476,convex_mesh_per_channel
310109,4,310109,12,1,12,8302.094112,691.841176,31305.47056695,302,276,65,1,0.0082965,convex_mesh_per_channel
310109,4,310109,12,2,12,6831.528211,569.2940175833,26697.64109331,227,207,30,2,0.0071095,convex_mesh_per_channel
310110,4,310110,16,0,16,7792.437763,487.0273601875,31822.1888168,216,193,25,3,0.0005444,upper_bound_16
310110,4,310110,16,1,16,8319.508852,519.96930325,33677.54430649,246,220,18,1,0.0136429,upper_bound_16
310110,4,310110,16,2,16,7601.687729,475.1054830625,30353.43860147,220,189,54,4,0.0074567,upper_bound_16
310111,4,310111,10,0,10,10875.345809,1087.5345809,42841.72906163,381,349,1,0,0.0004369,convex_mesh_per_channel
310111,4,310111,10,1,10,7828.021915,782.8021915,28940.10961549,325,305,20,1,0.009,convex_mesh_per_channel
310111,4,310111,10,2,10,6464.636913,646.4636913,23873.18457985,265,249,22,1,0.004683,convex_mesh_per_channel
310112,4,310112,10,0,10,12192.39912,1219.239912,48306.99559291,388,349,64,2,0.0004244,convex_mesh_per_channel
310112,4,310112,10,1,10,8606.018124,860.6018124,33020.09061321,330,290,4,2,0.0106445,convex_mesh_per_channel
310112,4,310112,10,2,10,6845.979944,684.5979944,25414.89970122,284,251,14,2,0.0048562,convex_mesh_per_channel
310113,4,310113,16,0,16,8598.282552,537.3926595,36751.41278477,190,164,18,2,0.0005476,upper_bound_16
310113,4,310113,16,1,16,8079.019411,504.9387131875,32860.09707176,232,207,20,2,0.0131025,upper_bound_16
310113,4,310113,16,2,16,5865.827008,366.614188,23739.13503799,168,150,16,1,0.0077293,upper_bound_16
310114,4,310114,16,0,16,7149.692202,446.855762625,30338.46097352,147,132,45,2,0.0005594,upper_bound_16
310114,4,310114,16,1,16,5869.836604,366.86478775,23104.18299445,187,168,22,1,0.0111391,upper_bound_16
310114,4,310114,16,2,16,6273.879978,392.117498625,26229.39992925,148,130,26,1,0.0094322,upper_bound_16
310115,4,310115,15,0,15,13049.350878,869.9567252,54331.75422823,300,257,117,6,0.0004913,convex_mesh_per_channel
310115,4,310115,15,1,15,9362.964663,624.1976442,37454.8232711,268,229,76,4,0.0113383,convex_mesh_per_channel
310115,4,310115,15,2,15,8901.595228,593.4396818667,35567.97616783,247,214,88,6,0.005062,convex_mesh_per_channel
310116,4,310116,16,0,16,7803.219798,487.701237375,33356.09898648,148,132,60,2,0.000532,upper_bound_16
310116,4,310116,16,1,16,8292.422449,518.2764030625,33852.11225213,235,198,23,2,0.0128961,upper_bound_16
310116,4,310116,16,2,16,6458.570855,403.6606784375,25852.85425116,198,164,18,2,0.0083697,upper_bound_16
310117,4,310117,15,0,15,10328.586991,688.5724660667,44107.93495865,243,211,2,1,0.0005128,convex_mesh_per_channel
310117,4,310117,15,1,15,8163.520604,544.2347069333,33432.60303396,238,212,0,0,0.0147158,convex_mesh_per_channel
310117,4,310117,15,2,15,6050.295306,403.3530204,24436.47652734,184,162,2,1,0.0088686,convex_mesh_per_channel
310118,4,310118,14,0,14,12766.342067,911.8815762143,52996.71034831,334,280,49,5,0.0005014,convex_mesh_per_channel
310118,4,310118,14,1,14,9321.735814,665.8382724286,36708.67905717,292,264,62,3,0.0085677,convex_mesh_per_channel
310118,4,310118,14,2,14,7503.973781,535.9981272143,28869.86887753,254,228,54,1,0.004683,convex_mesh_per_channel
310119,4,310119,15,0,15,10241.645853,682.7763902,44173.22926872,211,178,33,1,0.0005533,convex_mesh_per_channel
