日期,baseline,common_mpc,affine_feedback,affine_mpc,affine_saa_mpc,affine_sdp,总费用_元,按当日权重计算的专家费用_元,凸组合节省_元
2025-07-14,0.999999999999998,0.0,0.0,0.0,7.237289055006682e-16,1.4039927625694273e-15,57859.11156636826,57859.11156636822,-3.637978807091713e-11
2025-07-15,0.9999999999999972,0.0,0.0,0.0,0.0,2.72759870017238e-15,57929.592547368135,57929.5925473681,-3.637978807091713e-11
2025-07-16,1.0,0.0,0.0,0.0,0.0,0.0,57105.95220529842,57105.95220529841,-7.275957614183426e-12
2025-07-17,1.0,0.0,0.0,0.0,0.0,0.0,57023.451072738855,57023.45107273885,-7.275957614183426e-12
2025-07-18,1.0,0.0,0.0,0.0,0.0,0.0,30025.117799973385,30025.11779997338,-3.637978807091713e-12
2025-07-19,0.9999999999999798,0.0,2.011061919357688e-14,0.0,0.0,0.0,30163.59482183858,30163.59482183862,4.001776687800884e-11
2025-07-20,0.9999999999999951,0.0,4.8083373324408e-15,0.0,0.0,0.0,56837.95052333947,56837.95052333946,-7.275957614183426e-12
2025-07-21,0.9999999999999973,0.0,2.6449998423778767e-15,0.0,0.0,0.0,58081.35686911679,58081.356869116775,-1.4551915228366852e-11
2025-07-22,0.999999999999998,0.0,1.9209577420482793e-15,0.0,0.0,0.0,57437.392620615785,57437.39262061575,-3.637978807091713e-11
2025-07-23,0.9999999999999929,0.0,0.0,0.0,0.0,7.105427357600899e-15,57709.42792925082,57709.427929250785,-3.637978807091713e-11
2025-07-24,0.9999999999999964,0.0,1.9285506603726587e-15,0.0,0.0,1.6547741059380835e-15,57568.79021298884,57568.79021298882,-2.1827872842550278e-11
2025-07-25,0.9999999999999989,0.0,0.0,0.0,0.0,1.0930278737623426e-15,29707.16407082792,29707.164070827897,-2.1827872842550278e-11
2025-07-26,0.9999999999999987,0.0,1.3484690018565214e-15,0.0,0.0,0.0,30344.35781669717,30344.357816697157,-1.4551915228366852e-11
2025-07-27,1.0,0.0,0.0,0.0,0.0,0.0,57025.10057112859,57025.100571128605,1.4551915228366852e-11
