日期,1月固定候选,在线候选,在线当日费用_元,历史窗口内各候选费用_JSON
2025-02-21,affine_saa_mpc,affine_saa_mpc,18543.307605959326,"[1302542.1527642882, 1428082.1847582818, 1302948.658633361, 1409375.615036229, 1278202.5963272827, 1293382.1462122933]"
2025-02-22,affine_saa_mpc,affine_saa_mpc,18465.8517696122,"[1294698.8238900679, 1422216.3008611472, 1295724.0246432102, 1403317.1905528165, 1271275.0796104367, 1286519.1934904857]"
2025-02-23,affine_saa_mpc,affine_saa_mpc,48324.76292445499,"[1286669.0463712583, 1419969.771708169, 1289583.8152897318, 1401126.1696395949, 1264240.2451117414, 1279590.9557821823]"
2025-02-24,affine_saa_mpc,affine_saa_mpc,47506.92925899729,"[1275357.16709704, 1407380.1056089525, 1275690.2789809778, 1389035.8779973509, 1253007.701432386, 1266750.9816621915]"
2025-02-25,affine_saa_mpc,affine_saa_mpc,47583.08174324225,"[1263392.1403913992, 1396935.5573516577, 1263909.434537182, 1378559.1730173235, 1240799.085266194, 1254458.1873057312]"
2025-02-26,affine_saa_mpc,affine_saa_mpc,47224.97097968568,"[1252245.7136296618, 1378755.0460231116, 1250496.2157201776, 1360544.4261211613, 1229214.3452449224, 1240178.060944175]"
2025-02-27,affine_saa_mpc,affine_saa_mpc,46389.64000203922,"[1239106.8977230878, 1370477.7015903813, 1239367.1045457763, 1353676.9594727675, 1216366.9066281132, 1227367.980743695]"
2025-02-28,affine_saa_mpc,affine_saa_mpc,17751.92808146015,"[1226165.2549041568, 1360144.6503995184, 1226701.4502701585, 1344081.6751178168, 1203735.7108195277, 1214152.664725302]"
2025-03-01,affine_saa_mpc,affine_saa_mpc,17781.251730849595,"[1219898.7271164486, 1353828.0023336352, 1220283.267285923, 1338337.6378260811, 1197977.0247453714, 1208612.254871353]"
2025-03-02,affine_saa_mpc,affine_saa_mpc,60920.753906068785,"[1213352.6100088581, 1347309.7064689074, 1216236.5163761866, 1332688.6058224705, 1192071.4927872608, 1203112.2148444]"
2025-03-03,affine_saa_mpc,affine_saa_mpc,56945.144575946266,"[1216099.6583092709, 1356193.845663634, 1222500.1408515126, 1342874.2702346654, 1194879.03706317, 1207512.5452511085]"
2025-03-04,affine_saa_mpc,affine_saa_mpc,47370.02913031134,"[1213740.8863695804, 1361553.5217428561, 1224133.4469928334, 1349207.018841864, 1194759.704984746, 1208054.5889532403]"
2025-03-05,affine_saa_mpc,affine_saa_mpc,47844.71967122289,"[1203405.539228164, 1350445.8540152183, 1213476.586527065, 1339272.006187043, 1184599.2780875664, 1198072.070631194]"
2025-03-06,affine_saa_mpc,affine_saa_mpc,47834.56620587244,"[1195075.026021872, 1340641.3935604382, 1204838.4426558376, 1329951.1030639159, 1176055.0221242975, 1189643.848760508]"
2025-03-07,affine_saa_mpc,affine_saa_mpc,17584.510324583225,"[1185593.8060917812, 1332832.7764434477, 1195824.6446294575, 1321491.9986213576, 1166507.7413828045, 1180237.0568265244]"
2025-03-08,affine_saa_mpc,affine_saa_mpc,16908.632727576765,"[1179832.1281772964, 1329563.5769404133, 1190925.2190640292, 1318857.1013890316, 1161339.1128599197, 1175081.0650623413]"
2025-03-09,affine_saa_mpc,affine_saa_mpc,45736.40173571351,"[1175605.026061302, 1318928.0541975813, 1187521.090650608, 1308806.163089509, 1157694.0218105891, 1172218.7159104801]"
