problem,seed,variant,stress,error,total,cleared,ratio,time_s,avg_s,move_m,measures,switches,miss,fallbacks,audits,runtime_s,certificate
4,90184,6,0,0,16,16,1,8413.333361,525.833335063,34296.6668123,249,208,7,3,38,0.0099468,upper_bound_16
4,90185,6,0,0,10,10,1,8550.665467,855.0665467,32573.3273036,326,299,19,1,21,0.0069495,convex_mesh_per_channel
4,90186,6,0,0,12,12,1,7031.818769,585.984897417,27074.0938415,263,239,1,1,27,0.0094734,convex_mesh_per_channel
4,90187,6,0,0,12,12,1,10291.143594,857.5952995,39575.7178245,324,285,137,6,22,0.0082801,convex_mesh_per_channel
4,90188,6,0,0,14,14,1,9787.231802,699.087985857,38031.1588852,272,244,169,2,32,0.0103354,convex_mesh_per_channel
4,90189,6,0,0,15,15,1,7334.532426,488.9688284,30232.6621387,205,182,2,0,36,0.0136376,convex_mesh_per_channel
4,90190,6,0,0,15,15,1,8653.526957,576.901797133,34662.6347938,238,207,83,2,32,0.0119657,convex_mesh_per_channel
4,90191,6,0,0,14,14,1,7462.006225,533.000444643,30325.0311232,225,202,0,1,36,0.0129272,convex_mesh_per_channel
4,90192,6,0,0,16,16,1,7670.465652,479.40410325,30672.3281876,225,196,45,2,37,0.0092061,upper_bound_16
4,90193,6,0,0,11,11,1,8133.104758,739.373159818,31095.5237928,282,251,66,3,26,0.0108412,convex_mesh_per_channel
4,90194,6,0,0,14,14,1,10363.242564,740.231611714,40861.2126649,287,248,146,6,26,0.0119317,convex_mesh_per_channel
4,90195,6,0,0,16,16,1,5853.630447,365.851902937,23683.1522433,176,157,0,0,37,0.0141578,upper_bound_16
4,90196,6,0,0,13,13,1,9149.635499,703.818115308,37163.1774825,263,229,36,2,29,0.0096184,convex_mesh_per_channel
4,90197,6,0,0,15,15,1,9863.086177,657.539078467,39650.4308903,278,252,72,3,30,0.0077777,convex_mesh_per_channel
4,90198,6,0,0,16,16,1,5986.969279,374.185579937,23834.8463898,187,166,13,1,36,0.0160816,upper_bound_16
4,90199,6,0,0,10,10,1,7461.10328,746.110328,28380.5164096,293,267,1,0,26,0.0076767,convex_mesh_per_channel
4,90200,6,0,0,12,12,1,7003.462403,583.621866917,27142.3120213,256,235,0,0,26,0.0103236,convex_mesh_per_channel
