endpoint,kind,date,original_bill,alternative_bill_same_trajectory,bill_increase,no_return_shadow_policy_bill
free,q3,2025-09-10,41517.5262990632,42127.811861808776,610.2855627455766,41822.66908043599
free,q3,2025-09-11,39010.860128792025,45709.239251562714,6698.379122770694,42360.04969017737
free,q3,2025-09-12,18714.454624181642,19065.844602983198,351.389978801559,18890.14961358242
free,q3,2025-09-13,20767.660338297643,20778.654851941472,10.994513643829123,20773.157595119555
free,q3,2025-09-14,43388.44434278807,46702.29279202025,3313.848449232177,45045.36856740416
free,q3,2025-09-15,38593.19077743223,38749.696749635565,156.5059722033373,38671.4437635339
free,q3,2025-09-16,42855.02529736279,47050.26711363377,4195.241816270984,44952.64620549827
free,q3,2025-09-17,43098.21170935432,47519.575309744796,4421.363600390475,45308.89350954956
free,q3,2025-09-18,39048.07210306257,39053.08357350383,5.01147044125787,39050.5778382832
free,q3,2025-09-19,18437.84188018533,18643.012941199682,205.17106101435277,18540.427410692508
free,q3,2025-09-20,20664.333939942517,20915.664461299453,251.33052135693998,20789.999200620987
free,q3,2025-09-21,41962.24941089844,44611.91473816005,2649.66532726161,43287.082074529244
free,q3,2025-09-22,44486.51924262853,50994.507718608824,6507.988475980292,47740.513480618676
free,q3,2025-09-23,43196.45827580866,45074.635744226645,1878.1774684179807,44135.54701001765
free,q3,2025-09-24,42178.32475381645,42206.416662090276,28.091908273827244,42192.37070795336
free,q3,2025-09-25,41492.58693343213,42882.74460340536,1390.1576699732288,42187.66576841874
free,q3,2025-09-26,19133.48079136582,21062.059431384794,1928.578640018976,20097.770111375306
free,q3,2025-09-27,21156.293608309225,21182.9254569529,26.6318486436773,21169.60953263106
free,q3,2025-09-28,43693.96664012842,43742.93602732835,48.969387199927006,43718.451333728386
free,q3,2025-09-29,45419.361359043825,49571.293568363195,4151.932209319371,47495.327463703514
free,q3,2025-09-30,46455.055994414375,47123.76777428927,668.7117798748893,46789.41188435182
free,q3,2025-10-01,41183.28026043203,44962.49729219832,3779.217031766282,43072.88877631518
free,q3,2025-10-02,41383.971145777825,49031.79545778255,7647.824312004727,45207.88330178019
free,q3,2025-10-03,16944.376552117927,17031.255682771545,86.87913065361853,16987.816117444738
free,q3,2025-10-04,21010.600098799256,22498.150998625253,1487.5508998259975,21754.375548712254
free,q3,2025-10-05,43252.66309071016,50630.77366210081,7378.110571390653,46941.71837640548
free,q3,2025-10-06,40385.28066904626,40430.08820524693,44.80753620067031,40407.6844371466
free,q3,2025-10-07,42567.13750751449,43782.120346232055,1214.9828387175633,43174.628926873265
free,q3,2025-10-08,39418.604195267755,42058.66409650234,2640.059901234581,40738.63414588505
free,q3,2025-10-09,40240.028010644186,47996.56817893268,7756.540168288495,44118.29809478843
free,q3,2025-10-10,17034.615651724926,17354.50151202781,319.8858603028849,17194.558581876365
free,q3,2025-10-11,17981.757485410053,18019.36295463852,37.60546922846756,18000.560220024287
free,q3,2025-10-12,41649.346270032096,43867.81183901762,2218.4655689855194,42758.57905452485
free,q3,2025-10-13,40914.59615290591,45588.61654599816,4674.020393092245,43251.606349452035
free,q3,2025-10-14,42985.050175477,46314.09261233096,3329.0424368539652,44649.571393903985
free,q3,2025-10-15,43841.85478901579,48313.38796621618,4471.533177200384,46077.621377615986
free,q3,2025-10-16,41378.65009497588,41384.81349314457,6.163398168693868,41381.73179406022
free,q3,2025-10-17,17062.219058843984,17149.077930868087,86.85887202410146,17105.648494856036
free,q3,2025-10-18,18637.034027238034,19614.144484998596,977.1104577605612,19125.589256118314
free,q3,2025-10-19,45183.156126583184,48068.22037124384,2885.0642446606576,46625.68824891351
free,q3,2025-10-20,44794.728943803406,46342.0729892979,1547.344045494496,45568.40096655065
free,q3,2025-10-21,45398.363460419874,45895.31616882539,496.95270840551836,45646.83981462263
free,q3,2025-10-22,44294.84567621256,44880.897050117506,586.0513739049454,44587.87136316503
free,q3,2025-10-23,46615.18055311416,56063.54420708587,9448.363653971703,51339.362380100014
free,q3,2025-10-24,17391.46224946515,17392.295748988436,0.8334995232872302,17391.878999226792
free,q3,2025-10-25,19200.302618215625,19231.73826758039,31.435649364767766,19216.020442898007
free,q3,2025-10-26,47117.520125266106,53898.7766036064,6781.2564783402995,50508.14836443626
free,q3,2025-10-27,44000.840678003304,44561.59872117879,560.7580431754817,44281.21969959105
free,q3,2025-10-28,45516.4625947476,45850.413351768504,333.9507570209045,45683.43797325806
free,q3,2025-10-29,47758.078382212785,48663.54019242773,905.4618102149409,48210.80928732026
free,q3,2025-10-30,43535.27860804006,43785.78652946736,250.50792142729878,43660.53256875371
free,q3,2025-10-31,18655.830184317514,19069.7291450285,413.89896071098553,18862.779664673006
free,q3,2025-11-01,19883.07088033473,20483.618276966765,600.5473966320326,20183.34457865075
free,q3,2025-11-02,48179.27530143595,48790.58444808239,611.3091466464392,48484.92987475917
free,q3,2025-11-03,48599.61644551929,50609.180989403045,2009.5645438837591,49604.39871746117
free,q3,2025-11-04,46958.88033568274,48994.75290166358,2035.8725659808388,47976.81661867317
free,q3,2025-11-05,49216.71299892274,53051.594667256475,3834.8816683337363,51134.1538330896
free,q3,2025-11-06,48687.47509479954,49313.11630103759,625.64120623805,49000.29569791857
free,q3,2025-11-07,18713.723339478256,18714.720692817,0.997353338744233,18714.22201614763
free,q3,2025-11-08,19464.11066911953,19680.748636778724,216.6379676591959,19572.429652949126
free,q3,2025-11-09,48802.90390659739,49562.33228676974,759.4283801723452,49182.61809668357
free,q3,2025-11-10,52404.832486424,54172.270714720165,1767.4382282961626,53288.551600572086
free,q3,2025-11-11,51264.37993125065,55234.28447846999,3969.9045472193393,53249.33220486032
free,q3,2025-11-12,49885.58024572413,51534.77640186497,1649.196156140843,50710.17832379455
free,q3,2025-11-13,50756.63355595363,51351.766672153564,595.1331161999303,51054.2001140536
free,q3,2025-11-14,19478.772854226456,19482.492858144327,3.7200039178698034,19480.63285618539
free,q3,2025-11-15,21881.03202749144,23874.10349730042,1993.0714698089796,22877.56776239593
free,q3,2025-11-16,50741.25574418575,50777.791954284054,36.536210098309496,50759.5238492349
free,q3,2025-11-17,51049.93589506894,51218.17984951076,168.24395444181857,51134.05787228985
free,q3,2025-11-18,50846.812661219505,51169.26338643143,322.4507252119139,51008.03802382547
free,q3,2025-11-19,53102.410202354935,53733.66100594557,631.2508035906369,53418.03560415025
free,q3,2025-11-20,51037.48055203626,51329.37451415889,291.89396212263466,51183.42753309757
free,q3,2025-11-21,19610.165472596,19612.235110966394,2.0696383703914307,19611.200291781195
free,q3,2025-11-22,21599.334103336107,23474.017698185566,1874.6835948494584,22536.675900760838
free,q3,2025-11-23,52263.63776269968,53234.53014340621,970.89238070654,52749.08395305295
free,q3,2025-11-24,50481.962813469494,51048.90423355359,566.9414200840881,50765.43352351154
free,q3,2025-11-25,55338.21800092593,60602.29886572777,5264.080864801835,57970.25843332685
free,q3,2025-11-26,54297.64392434983,56218.480494576244,1920.8365702264095,55258.06220946304
free,q3,2025-11-27,51871.976212452064,52902.078878026616,1030.102665574552,52387.02754523935
free,q3,2025-11-28,20431.922325427622,21213.96070385924,782.0383784316186,20822.94151464343
free,q3,2025-11-29,23521.25967089853,26276.41669214178,2755.15702124325,24898.838181520154
free,q3,2025-11-30,54795.71188906532,55276.235702770675,480.5238137053441,55035.973795918006
free,q3,2025-12-01,69666.69308072902,70452.5751655593,785.882084830286,70059.63412314416
free,q3,2025-12-02,70776.47577403668,72599.9775837519,1823.5018097152188,71688.22667889428
free,q3,2025-12-03,65497.370012149964,65497.370012149964,0.0,65497.370012149964
free,q3,2025-12-04,69304.11329142388,71263.58629650428,1959.473005080406,70283.84979396407
free,q3,2025-12-05,28069.162973255847,28369.99999828622,300.83702503037216,28219.581485771032
free,q3,2025-12-06,27013.20640984093,27015.658739956787,2.452330115857677,27014.43257489886
free,q3,2025-12-07,67777.91754224958,69107.51099629569,1329.5934540460967,68442.71426927263
free,q3,2025-12-08,64974.544539955736,66909.7304749706,1935.1859350148475,65942.13750746317
free,q3,2025-12-09,64056.429097192784,66986.71957411009,2930.2904769173047,65521.57433565143
free,q3,2025-12-10,60820.60672568093,61060.743402246066,240.1366765651369,60940.67506396351
free,q3,2025-12-11,62106.47450472377,65528.42905135565,3421.9545466318787,63817.45177803971
free,q3,2025-12-12,28419.95865464156,29350.91433092461,930.9556762830512,28885.436492783083
free,q3,2025-12-13,27734.568764387193,29383.012433127507,1648.443668740313,28558.790598757354
free,q3,2025-12-14,62960.91175417993,63074.189335896386,113.27758171646153,63017.55054503816
free,q3,2025-12-15,61501.70012205346,61593.3035778421,91.60345578864542,61547.50184994779
free,q3,2025-12-16,63920.25619358318,66928.66480531952,3008.408611736348,65424.46049945136
free,q3,2025-12-17,63444.45858231961,67344.67499210904,3900.216409789419,65394.566787214324
free,q3,2025-12-18,61754.25392633972,63078.618485349056,1324.3645590093479,62416.436205844395
free,q3,2025-12-19,25804.975073185822,27216.15399350861,1411.1789203227922,26510.564533347217
free,q3,2025-12-20,26708.942968335272,29069.656612248196,2360.7136439129226,27889.299790291734
free,q3,2025-12-21,63656.05184387216,64988.318363681945,1332.266519809789,64322.185103777054
free,q3,2025-12-22,62273.43144814449,62648.63390351589,375.20245537141045,62461.03267583018
free,q3,2025-12-23,62234.02094661975,65069.5000885622,2835.4791419424473,63651.76051759097
free,q3,2025-12-24,60894.34055756488,61697.32837249161,802.9878149267234,61295.83446502825
free,q3,2025-12-25,61220.281673573874,61773.47563907695,553.1939655030656,61496.87865632541
free,q3,2025-12-26,27232.661303732617,28024.678224613344,792.0169208807246,27628.66976417298
free,q3,2025-12-27,26833.592357254507,27847.130718173423,1013.5383609189207,27340.361537713965
free,q3,2025-12-28,60063.46665686034,61595.032074213945,1531.565417353595,60829.24936553715
free,q3,2025-12-29,61146.19076345912,62130.883114726996,984.6923512678748,61638.53693909306
free,q3,2025-12-30,61472.35950299172,64330.612146800784,2858.252643809064,62901.48582489625
free,q3,2025-12-31,60065.48976944952,61457.41593881397,1391.926169364457,60761.45285413174
free,q4_2,2025-02-01,20727.984810575872,20727.984810575872,0.0,20727.984810575872
free,q4_2,2025-02-02,62825.4041354161,62825.4041354161,0.0,62825.4041354161
free,q4_2,2025-02-03,62677.14913023214,62677.14913023214,0.0,62677.14913023214
free,q4_2,2025-02-04,62538.90396717376,62538.90396717376,0.0,62538.90396717376
free,q4_2,2025-02-05,62759.96557713092,62759.96557713092,0.0,62759.96557713092
free,q4_2,2025-02-06,62871.90255291005,62871.90255291005,0.0,62871.90255291005
free,q4_2,2025-02-07,19416.85873724556,19416.85873724556,0.0,19416.85873724556
free,q4_2,2025-02-08,17673.354657762466,17673.354657762466,0.0,17673.354657762466
free,q4_2,2025-02-09,59926.2692774347,59926.2692774347,0.0,59926.2692774347
free,q4_2,2025-02-10,59706.89007897841,59706.89007897841,0.0,59706.89007897841
free,q4_2,2025-02-11,57897.17522010132,57897.17522010132,0.0,57897.17522010132
free,q4_2,2025-02-12,58414.88515756516,58414.88515756516,0.0,58414.88515756516
free,q4_2,2025-02-13,53584.54302754221,53584.54302754221,0.0,53584.54302754221
free,q4_2,2025-02-14,16430.902944534217,16430.902944534217,0.0,16430.902944534217
free,q4_2,2025-02-15,17930.309222265205,17930.309222265205,0.0,17930.309222265205
free,q4_2,2025-02-16,53576.002029651725,53576.002029651725,0.0,53576.002029651725
free,q4_2,2025-02-17,54360.184598340886,54360.184598340886,0.0,54360.184598340886
free,q4_2,2025-02-18,51335.70238392519,51335.70238392519,0.0,51335.70238392519
free,q4_2,2025-02-19,53550.20914272802,53550.20914272802,0.0,53550.20914272802
free,q4_2,2025-02-20,51864.32501604645,51864.32501604645,0.0,51864.32501604645
free,q4_2,2025-02-21,16274.139477527697,16274.139477527697,0.0,16274.139477527697
free,q4_2,2025-02-22,16907.48224832483,16907.48224832483,0.0,16907.48224832483
free,q4_2,2025-02-23,49117.42526521848,49117.42526521848,0.0,49117.42526521848
free,q4_2,2025-02-24,51253.31832455574,51253.31832455574,0.0,51253.31832455574
free,q4_2,2025-02-25,50727.12604667646,50727.12604667646,0.0,50727.12604667646
free,q4_2,2025-02-26,50275.69088489954,50275.69088489954,0.0,50275.69088489954
free,q4_2,2025-02-27,45379.0591869842,45379.0591869842,0.0,45379.0591869842
free,q4_2,2025-02-28,14587.58158958839,14587.58158958839,0.0,14587.58158958839
free,q4_2,2025-03-01,16404.71183997424,16404.71183997424,0.0,16404.71183997424
free,q4_2,2025-03-02,64371.07133751121,64371.07133751121,0.0,64371.07133751121
free,q4_2,2025-03-03,60947.95984500396,60947.95984500396,0.0,60947.95984500396
free,q4_2,2025-03-04,48979.12452263868,48979.12452263868,0.0,48979.12452263868
free,q4_2,2025-03-05,51719.83585277895,51719.83585277895,0.0,51719.83585277895
free,q4_2,2025-03-06,46524.86679893911,46524.86679893911,0.0,46524.86679893911
free,q4_2,2025-03-07,15254.089971920705,15254.089971920705,0.0,15254.089971920705
free,q4_2,2025-03-08,14818.8609400925,14818.8609400925,0.0,14818.8609400925
free,q4_2,2025-03-09,45137.20332422309,45137.20332422309,0.0,45137.20332422309
free,q4_2,2025-03-10,49323.743714512566,49323.743714512566,0.0,49323.743714512566
free,q4_2,2025-03-11,44724.4159528562,44724.4159528562,0.0,44724.4159528562
free,q4_2,2025-03-12,45796.158153921766,45796.158153921766,0.0,45796.158153921766
free,q4_2,2025-03-13,50421.760266347126,50421.760266347126,0.0,50421.760266347126
free,q4_2,2025-03-14,13723.586688866118,13723.586688866118,0.0,13723.586688866118
free,q4_2,2025-03-15,14934.202445886865,14934.202445886865,0.0,14934.202445886865
free,q4_2,2025-03-16,42588.64174696749,42588.64174696749,0.0,42588.64174696749
free,q4_2,2025-03-17,42148.77138738883,42148.77138738883,0.0,42148.77138738883
free,q4_2,2025-03-18,43998.6378634499,43998.6378634499,0.0,43998.6378634499
free,q4_2,2025-03-19,41488.80603298445,41488.80603298445,0.0,41488.80603298445
free,q4_2,2025-03-20,42399.63278681639,42399.63278681639,0.0,42399.63278681639
free,q4_2,2025-03-21,13684.970353149341,13684.970353149341,0.0,13684.970353149341
free,q4_2,2025-03-22,14759.9738070387,14759.9738070387,0.0,14759.9738070387
free,q4_2,2025-03-23,38969.94275606956,38969.94275606956,0.0,38969.94275606956
free,q4_2,2025-03-24,40926.249267422674,40926.249267422674,0.0,40926.249267422674
free,q4_2,2025-03-25,40436.11891078478,40436.11891078478,0.0,40436.11891078478
free,q4_2,2025-03-26,40096.94221443214,40096.94221443214,0.0,40096.94221443214
free,q4_2,2025-03-27,39601.65095004635,39601.65095004635,0.0,39601.65095004635
free,q4_2,2025-03-28,13310.139412517816,13310.139412517816,0.0,13310.139412517816
free,q4_2,2025-03-29,13277.04258013861,13277.04258013861,0.0,13277.04258013861
free,q4_2,2025-03-30,36196.22290591272,36196.22290591272,0.0,36196.22290591272
free,q4_2,2025-03-31,38737.19265623533,38737.19265623533,0.0,38737.19265623533
free,q4_2,2025-04-01,43143.12405537641,43143.12405537641,0.0,43143.12405537641
free,q4_2,2025-04-02,47946.01570833953,47946.01570833953,0.0,47946.01570833953
free,q4_2,2025-04-03,37568.46563555884,37568.46563555884,0.0,37568.46563555884
free,q4_2,2025-04-04,12262.413595549977,12262.413595549977,0.0,12262.413595549977
free,q4_2,2025-04-05,14075.718311165441,14075.718311165441,0.0,14075.718311165441
free,q4_2,2025-04-06,35993.48118437632,35993.48118437632,0.0,35993.48118437632
free,q4_2,2025-04-07,37610.344764952315,37610.344764952315,0.0,37610.344764952315
free,q4_2,2025-04-08,39565.77210396489,39565.77210396489,0.0,39565.77210396489
free,q4_2,2025-04-09,41049.56807555542,41049.56807555542,0.0,41049.56807555542
free,q4_2,2025-04-10,34090.22513815774,34090.22513815774,0.0,34090.22513815774
free,q4_2,2025-04-11,11889.205483446643,11889.205483446643,0.0,11889.205483446643
free,q4_2,2025-04-12,13276.510511771117,13276.510511771117,0.0,13276.510511771117
free,q4_2,2025-04-13,35378.98395782857,35378.98395782857,0.0,35378.98395782857
free,q4_2,2025-04-14,35177.7539410462,35177.7539410462,0.0,35177.7539410462
free,q4_2,2025-04-15,36600.24020968994,36600.24020968994,0.0,36600.24020968994
free,q4_2,2025-04-16,37146.23257692574,37146.23257692574,0.0,37146.23257692574
free,q4_2,2025-04-17,35208.01314943873,35208.01314943873,0.0,35208.01314943873
free,q4_2,2025-04-18,11464.194371765585,11464.194371765585,0.0,11464.194371765585
free,q4_2,2025-04-19,12896.303691037214,12896.303691037214,0.0,12896.303691037214
free,q4_2,2025-04-20,34269.8180020365,34269.8180020365,0.0,34269.8180020365
free,q4_2,2025-04-21,35276.97960960355,35276.97960960355,0.0,35276.97960960355
free,q4_2,2025-04-22,36531.720976219076,36531.720976219076,0.0,36531.720976219076
free,q4_2,2025-04-23,35203.34529611663,35203.34529611663,0.0,35203.34529611663
free,q4_2,2025-04-24,32340.886433455304,32340.886433455304,0.0,32340.886433455304
free,q4_2,2025-04-25,11816.421587098728,11816.421587098728,0.0,11816.421587098728
free,q4_2,2025-04-26,14010.76449579192,14010.76449579192,0.0,14010.76449579192
free,q4_2,2025-04-27,34628.806011644236,34628.806011644236,0.0,34628.806011644236
free,q4_2,2025-04-28,52131.794550153376,52131.794550153376,0.0,52131.794550153376
free,q4_2,2025-04-29,33225.33206182673,33225.33206182673,0.0,33225.33206182673
free,q4_2,2025-04-30,36287.81255690488,36287.81255690488,0.0,36287.81255690488
free,q4_2,2025-05-01,43944.43780679013,43944.43780679013,0.0,43944.43780679013
free,q4_2,2025-05-02,22006.6060335265,22006.6060335265,0.0,22006.6060335265
free,q4_2,2025-05-03,17552.53825130782,17552.53825130782,0.0,17552.53825130782
free,q4_2,2025-05-04,44143.37364652703,44143.37364652703,0.0,44143.37364652703
free,q4_2,2025-05-05,43348.215820559715,43348.215820559715,0.0,43348.215820559715
free,q4_2,2025-05-06,47723.77321970723,47723.77321970723,0.0,47723.77321970723
free,q4_2,2025-05-07,49089.1628750103,49089.1628750103,0.0,49089.1628750103
free,q4_2,2025-05-08,40083.62414657588,40083.62414657588,0.0,40083.62414657588
free,q4_2,2025-05-09,13648.363113923675,13648.363113923675,0.0,13648.363113923675
free,q4_2,2025-05-10,15518.297488654149,15518.297488654149,0.0,15518.297488654149
free,q4_2,2025-05-11,36141.27010704242,36141.27010704242,0.0,36141.27010704242
free,q4_2,2025-05-12,42453.19646821879,42453.19646821879,0.0,42453.19646821879
free,q4_2,2025-05-13,42511.64357030917,42511.64357030917,0.0,42511.64357030917
free,q4_2,2025-05-14,40945.34643641441,40945.34643641441,0.0,40945.34643641441
free,q4_2,2025-05-15,35964.99961870782,35964.99961870782,0.0,35964.99961870782
free,q4_2,2025-05-16,13817.659108422029,13817.659108422029,0.0,13817.659108422029
free,q4_2,2025-05-17,16001.927980136448,16001.927980136448,0.0,16001.927980136448
free,q4_2,2025-05-18,37569.8076642003,37569.8076642003,0.0,37569.8076642003
free,q4_2,2025-05-19,37218.72207292683,37218.72207292683,0.0,37218.72207292683
free,q4_2,2025-05-20,39518.09044547718,39518.09044547718,0.0,39518.09044547718
free,q4_2,2025-05-21,39142.459089397256,39142.459089397256,0.0,39142.459089397256
free,q4_2,2025-05-22,38572.92856349841,38572.92856349841,0.0,38572.92856349841
free,q4_2,2025-05-23,11418.758696232522,11418.758696232522,0.0,11418.758696232522
free,q4_2,2025-05-24,14995.385349102777,14995.385349102777,0.0,14995.385349102777
free,q4_2,2025-05-25,33825.63551056972,33825.63551056972,0.0,33825.63551056972
free,q4_2,2025-05-26,41928.89526827242,41928.89526827242,0.0,41928.89526827242
free,q4_2,2025-05-27,39603.59255758695,39603.59255758695,0.0,39603.59255758695
free,q4_2,2025-05-28,36932.67307101846,36932.67307101846,0.0,36932.67307101846
free,q4_2,2025-05-29,35807.84197320478,35807.84197320478,0.0,35807.84197320478
free,q4_2,2025-05-30,14117.086908688463,14117.086908688463,0.0,14117.086908688463
free,q4_2,2025-05-31,14948.676928556662,14948.676928556662,0.0,14948.676928556662
free,q4_2,2025-06-01,90644.75832345558,90644.75832345558,0.0,90644.75832345558
free,q4_2,2025-06-02,86436.32943350567,86436.32943350567,0.0,86436.32943350567
free,q4_2,2025-06-03,60788.096035844865,60788.096035844865,0.0,60788.096035844865
free,q4_2,2025-06-04,61044.125741944226,61044.125741944226,0.0,61044.125741944226
free,q4_2,2025-06-05,67121.25115579247,67121.25115579247,0.0,67121.25115579247
free,q4_2,2025-06-06,37669.90426998268,37669.90426998268,0.0,37669.90426998268
free,q4_2,2025-06-07,34496.16742961979,34496.16742961979,0.0,34496.16742961979
free,q4_2,2025-06-08,60878.42539905287,60878.42539905287,0.0,60878.42539905287
free,q4_2,2025-06-09,62535.71871901762,62535.71871901762,0.0,62535.71871901762
free,q4_2,2025-06-10,55184.434379830476,55184.434379830476,0.0,55184.434379830476
free,q4_2,2025-06-11,58207.70979300157,58207.70979300157,0.0,58207.70979300157
free,q4_2,2025-06-12,63408.53709674213,63408.53709674213,0.0,63408.53709674213
free,q4_2,2025-06-13,24332.142878720668,24332.142878720668,0.0,24332.142878720668
free,q4_2,2025-06-14,24976.395308311152,24976.395308311152,0.0,24976.395308311152
free,q4_2,2025-06-15,54486.96964570194,54486.96964570194,0.0,54486.96964570194
free,q4_2,2025-06-16,63470.640220890724,63470.640220890724,0.0,63470.640220890724
free,q4_2,2025-06-17,66047.53917532043,66047.53917532043,0.0,66047.53917532043
free,q4_2,2025-06-18,63970.3705745482,63970.3705745482,0.0,63970.3705745482
free,q4_2,2025-06-19,55384.84436983388,55384.84436983388,0.0,55384.84436983388
free,q4_2,2025-06-20,19297.48792219282,19297.48792219282,0.0,19297.48792219282
free,q4_2,2025-06-21,25513.513030171813,25513.513030171813,0.0,25513.513030171813
free,q4_2,2025-06-22,58961.50030599327,58961.50030599327,0.0,58961.50030599327
free,q4_2,2025-06-23,54145.00876944618,54145.00876944618,0.0,54145.00876944618
free,q4_2,2025-06-24,59450.983417729505,59450.983417729505,0.0,59450.983417729505
free,q4_2,2025-06-25,52686.67564844787,52686.67564844787,0.0,52686.67564844787
free,q4_2,2025-06-26,62088.98184916648,62088.98184916648,0.0,62088.98184916648
free,q4_2,2025-06-27,19934.239036650735,19934.239036650735,0.0,19934.239036650735
free,q4_2,2025-06-28,19631.137667982526,19631.137667982526,0.0,19631.137667982526
free,q4_2,2025-06-29,50741.75681787761,50741.75681787761,0.0,50741.75681787761
free,q4_2,2025-06-30,59147.26347548469,59147.26347548469,0.0,59147.26347548469
free,q4_2,2025-07-01,69905.48593182079,69905.48593182079,0.0,69905.48593182079
free,q4_2,2025-07-02,66742.34755231661,66742.34755231661,0.0,66742.34755231661
free,q4_2,2025-07-03,82863.10896780695,82863.10896780695,0.0,82863.10896780695
free,q4_2,2025-07-04,34422.089073313924,34422.089073313924,0.0,34422.089073313924
free,q4_2,2025-07-05,35875.4836225177,35875.4836225177,0.0,35875.4836225177
free,q4_2,2025-07-06,82643.4853146255,82643.4853146255,0.0,82643.4853146255
free,q4_2,2025-07-07,83782.64773901306,83782.64773901306,0.0,83782.64773901306
free,q4_2,2025-07-08,69319.65999714691,69319.65999714691,0.0,69319.65999714691
free,q4_2,2025-07-09,66264.91618027518,66264.91618027518,0.0,66264.91618027518
free,q4_2,2025-07-10,64802.56949980649,64802.56949980649,0.0,64802.56949980649
free,q4_2,2025-07-11,27828.451593375266,27828.451593375266,0.0,27828.451593375266
free,q4_2,2025-07-12,31914.857608480674,31914.857608480674,0.0,31914.857608480674
free,q4_2,2025-07-13,64246.28231755417,64246.28231755417,0.0,64246.28231755417
free,q4_2,2025-07-14,67554.882550112,67554.882550112,0.0,67554.882550112
free,q4_2,2025-07-15,60764.319379247776,60764.319379247776,0.0,60764.319379247776
free,q4_2,2025-07-16,66455.25834999028,66455.25834999028,0.0,66455.25834999028
free,q4_2,2025-07-17,64540.716658947356,64540.716658947356,0.0,64540.716658947356
free,q4_2,2025-07-18,28254.69046529318,28254.69046529318,0.0,28254.69046529318
free,q4_2,2025-07-19,26202.98671028274,26202.98671028274,0.0,26202.98671028274
free,q4_2,2025-07-20,59948.679545487124,59948.679545487124,0.0,59948.679545487124
free,q4_2,2025-07-21,66682.93050425813,66682.93050425813,0.0,66682.93050425813
free,q4_2,2025-07-22,65293.52930249311,65293.52930249311,0.0,65293.52930249311
free,q4_2,2025-07-23,61583.425538596595,61583.425538596595,0.0,61583.425538596595
free,q4_2,2025-07-24,61538.837784968346,61538.837784968346,0.0,61538.837784968346
free,q4_2,2025-07-25,24935.76374323436,24935.76374323436,0.0,24935.76374323436
free,q4_2,2025-07-26,31776.329833526535,31776.329833526535,0.0,31776.329833526535
free,q4_2,2025-07-27,61216.76852916366,61216.76852916366,0.0,61216.76852916366
free,q4_2,2025-07-28,61605.91427465137,61605.91427465137,0.0,61605.91427465137
free,q4_2,2025-07-29,62621.55683900288,62621.55683900288,0.0,62621.55683900288
free,q4_2,2025-07-30,69280.58261348725,69280.58261348725,0.0,69280.58261348725
free,q4_2,2025-07-31,66066.45736873543,66066.45736873543,0.0,66066.45736873543
free,q4_2,2025-08-01,27636.797870216156,27636.797870216156,0.0,27636.797870216156
free,q4_2,2025-08-02,26256.707723955195,26256.707723955195,0.0,26256.707723955195
free,q4_2,2025-08-03,56044.17654016907,56044.17654016907,0.0,56044.17654016907
free,q4_2,2025-08-04,59972.32980622325,59972.32980622325,0.0,59972.32980622325
free,q4_2,2025-08-05,57931.61662225037,57931.61662225037,0.0,57931.61662225037
free,q4_2,2025-08-06,55955.10416057891,55955.10416057891,0.0,55955.10416057891
free,q4_2,2025-08-07,54658.33508876754,54658.33508876754,0.0,54658.33508876754
free,q4_2,2025-08-08,23720.447612002536,23720.447612002536,0.0,23720.447612002536
free,q4_2,2025-08-09,24650.55558850777,24650.55558850777,0.0,24650.55558850777
free,q4_2,2025-08-10,51735.668764693866,51735.668764693866,0.0,51735.668764693866
free,q4_2,2025-08-11,52554.57844324636,52554.57844324636,0.0,52554.57844324636
free,q4_2,2025-08-12,56658.55086313948,56658.55086313948,0.0,56658.55086313948
free,q4_2,2025-08-13,54515.54599557331,54515.54599557331,0.0,54515.54599557331
free,q4_2,2025-08-14,52567.413745563754,52567.413745563754,0.0,52567.413745563754
free,q4_2,2025-08-15,22368.713873707537,22368.713873707537,0.0,22368.713873707537
free,q4_2,2025-08-16,24893.092896355287,24893.092896355287,0.0,24893.092896355287
free,q4_2,2025-08-17,51428.57552691443,51428.57552691443,0.0,51428.57552691443
free,q4_2,2025-08-18,53450.94733419399,53450.94733419399,0.0,53450.94733419399
free,q4_2,2025-08-19,53853.90649769014,53853.90649769014,0.0,53853.90649769014
free,q4_2,2025-08-20,63732.41703148786,63732.41703148786,0.0,63732.41703148786
free,q4_2,2025-08-21,53104.52780427602,53104.52780427602,0.0,53104.52780427602
free,q4_2,2025-08-22,25240.084640200104,25240.084640200104,0.0,25240.084640200104
free,q4_2,2025-08-23,25589.24218776716,25589.24218776716,0.0,25589.24218776716
free,q4_2,2025-08-24,52511.94893445066,52511.94893445066,0.0,52511.94893445066
free,q4_2,2025-08-25,56757.536999078984,56757.536999078984,0.0,56757.536999078984
free,q4_2,2025-08-26,53569.76309304748,53569.76309304748,0.0,53569.76309304748
free,q4_2,2025-08-27,56410.90262183646,56410.90262183646,0.0,56410.90262183646
free,q4_2,2025-08-28,60053.50225406667,60053.50225406667,0.0,60053.50225406667
free,q4_2,2025-08-29,25074.799787385164,25074.799787385164,0.0,25074.799787385164
free,q4_2,2025-08-30,26243.555319539264,26243.555319539264,0.0,26243.555319539264
free,q4_2,2025-08-31,52693.269410578345,52693.269410578345,0.0,52693.269410578345
free,q4_2,2025-09-01,49888.87197809921,49888.87197809921,0.0,49888.87197809921
